changed_comp,multiplier,b6,T100,T365,T10000,logT10000,M10000,NK10000,CTL10000,B10000,t_to_1e5,t_to_1e6,t_to_1e5_plot,t_to_1e6_plot,auc_0_365,auc_0_1000,final_state
Tumor,5.0,5.378134220099089e-7,3108.3904442776493,3.910458331742007e6,9.74123183141616e6,6.988613923819004,487087.59531358216,717.0420431551161,15.770010012804466,205.2186450399239,340.0,355.0,340.0,355.0,3.314091874787608e7,6.141257657019002e9,tumor_dominant
Tumor,5.0,5.646216173286177e-7,2904.361571995823,21943.617100375726,9.740681528670374e6,6.988589388916607,487060.1337028221,717.0823863992861,15.770895059908263,205.23021108420508,390.0,405.0,390.0,405.0,1.8884806557787785e6,5.666756947317057e9,tumor_dominant
Tumor,5.0,5.927661112721535e-7,2709.091004836061,7206.090815758167,9.7401037609913e6,6.988563628015758,487031.30151358974,717.1247480154316,15.771823945105941,205.24235612586588,470.0,485.0,470.0,485.0,1.3557591930523377e6,4.915335535090264e9,tumor_dominant
Tumor,5.0,6.223135138451644e-7,2522.5145150864273,4718.019232426515,9.739497155841734e6,6.988536579695485,487001.0302520396,717.1692293710003,15.772800518606765,205.2551079519743,615.0,630.0,615.0,630.0,1.1290710538236771e6,3.4622990679371357e9,tumor_dominant
Tumor,5.0,6.533337553376234e-7,2344.543037877717,3669.200513507047,9.73886027190907e6,6.988508179441481,486969.24799217394,717.2159369641604,15.77382530913737,205.26849851546316,1140.0,1155.0,1140.0,1155.0,980746.5209995945,3.89429840834545e6,tumor_dominant
Tumor,5.0,6.859002518299215e-7,2175.0649082186037,3053.7699947062347,3203.123302268107,3.5057092204160316,660.1561117705055,207081.8338604033,849.8083183238326,116258.16118073979,NaN,NaN,10000.0,10000.0,868484.3131321113,2.8788949213504577e6,intermediate
Tumor,5.0,7.200900789478258e-7,2013.9480598318123,2627.436127779827,2665.1546700873882,3.4258853402830223,633.2576992148921,210430.70219834868,741.8656900893819,120011.04877545887,NaN,NaN,10000.0,10000.0,777210.6119358124,2.4658915465139556e6,intermediate
Tumor,5.0,7.559841542785492e-7,1861.0422590620371,2302.6189392984684,2315.264020436803,3.3647880611364127,615.7631678325849,212667.5312484857,665.4152323607151,122584.72574138122,NaN,NaN,10000.0,10000.0,699859.1321560085,2.169093854594501e6,intermediate
Tumor,5.0,7.936674288796335e-7,1716.181257764527,2040.1599399546444,2044.9601252494917,3.3108971652740564,602.2479861653197,214428.397888872,602.6949703871468,124649.84393215015,NaN,NaN,10000.0,10000.0,632555.639152347,1.9308006887573034e6,intermediate
Tumor,5.0,8.33229088333924e-7,1579.1848543182252,1819.8179603684937,1821.7780251531287,3.260733784222314,591.088890218246,215904.42490653656,548.3533058117198,126408.13518666435,NaN,NaN,10000.0,10000.0,572946.8509222893,1.729667378847679e6,intermediate
Tumor,5.0,8.747627638264501e-7,1449.8608977770575,1629.9889132828355,1630.8285455260377,3.2126745259597485,581.5414212127135,217183.5081137686,499.93072250621924,127952.34766141018,NaN,NaN,10000.0,10000.0,519495.65416780947,1.5550301996741658e6,intermediate
Tumor,5.0,9.183667537427913e-7,1328.0070668371661,1463.4805351471534,1463.8523806544963,3.1657938612106764,573.1926084391823,218314.4914647784,456.0654582427877,129333.94208491693,NaN,NaN,10000.0,10000.0,471141.8475575145,1.4006713633547134e6,intermediate
Tumor,5.0,9.641442563133607e-7,1213.4126375411493,1315.5546315543436,1315.7232151432704,3.1194944926769153,565.7861470707635,219327.72421780543,415.91689094243065,130584.80831062488,NaN,NaN,10000.0,10000.0,427122.3115501223,1.2625996098096613e6,intermediate
Tumor,5.0,1.0122036138542432e-6,1105.859929924844,1182.9324713059823,1183.0103069657291,3.0733554829940446,559.1505090206572,220243.53202796963,378.92705425208624,131726.22727745157,NaN,NaN,10000.0,10000.0,386868.3778044189,1.1380769290043416e6,intermediate
Tumor,5.0,1.0626585691826105e-6,1005.125760498826,1063.2513054411872,1063.287696758165,3.0270590417048155,553.1643762788465,221076.28458615486,344.7056085412906,132773.1757254819,NaN,NaN,10000.0,10000.0,349943.72862303554,1.025130101909158e6,intermediate
Tumor,5.0,1.1156285348135952e-6,910.9825604683873,954.749095204342,954.7662688181302,2.980351699207736,547.7383067095237,221836.58634988795,312.9678507744907,133736.65683340008,NaN,NaN,10000.0,10000.0,316004.9773806283,922280.9720600357,controlled
Tumor,5.0,1.1712388755757056e-6,823.1994693786357,856.0722608643526,856.0804403390682,2.933021584065491,542.8040150212458,222532.53533486545,283.4986678895612,134625.03618881517,NaN,NaN,10000.0,10000.0,284775.6374740263,828386.4389800855,controlled
Tumor,5.0,1.229621205313694e-6,741.5431550834684,766.1533775420244,766.1572498536418,2.884884393602183,538.3078593916305,223170.5019386709,256.13026127618883,135444.87231211594,NaN,NaN,10000.0,10000.0,256028.34078459465,742538.0868249416,controlled
Tumor,5.0,1.2909136983810517e-6,665.7785578885312,684.1304919698791,684.1323584004455,2.835774479478064,534.2066124712825,223755.6334333487,230.72751791860094,136201.45757390725,NaN,NaN,10000.0,10000.0,229572.34339693628,663996.3346328388,controlled
Tumor,5.0,1.3552614166593774e-6,595.6694513128516,609.2921912100254,609.2931171710418,2.7855384720514773,530.4646621513941,224292.1904068859,207.1783193213632,136899.17737403314,NaN,NaN,10000.0,10000.0,205244.52555061196,592145.6090594063,controlled
Tumor,5.0,1.4228166528785383e-6,530.9788954162422,541.039156878287,541.0395945797661,2.7340310117772053,527.051979671846,224783.77852686387,185.38657932449593,137541.75824874506,NaN,NaN,10000.0,10000.0,182902.7745558037,526462.8999225415,controlled
Tumor,5.0,1.4937392910502137e-6,471.46959034036365,478.85665389384064,478.85685862774625,2.681111706585649,523.9428407639534,225233.52302480067,165.26735120444926,138132.45985503358,NaN,NaN,10000.0,10000.0,162421.0338948075,466495.13394098973,controlled
Tumor,5.0,1.568197184867829e-6,416.90412835892437,422.2944145207569,422.29450375479996,2.626642629436783,521.1147229348119,225644.18385346097,146.74325621614858,138674.19535110434,NaN,NaN,10000.0,10000.0,143685.5470385501,411842.55854471005,controlled
Tumor,5.0,1.646366554968472e-6,367.0452102424724,370.95169495461363,370.9517344516662,2.5704865882118466,518.5475847416797,226018.24804061974,129.74183246920148,139169.63212867916,NaN,NaN,10000.0,10000.0,126591.97905277481,362146.3317397973,controlled
Tumor,5.0,1.7284324059969565e-6,321.6558077513324,324.46605172897455,324.46606938528925,2.5125057190276054,516.2233010468204,226357.99674786816,114.19359465306582,139621.2633104993,NaN,NaN,10000.0,10000.0,111043.19695068986,317079.1532208009,controlled
Tumor,5.0,1.8145889644591558e-6,280.4993198583634,282.5048247431727,282.50482445918806,2.4525604537692285,514.1252342406744,226665.55609066712,100.03059648533248,140031.4616096605,NaN,NaN,10000.0,10000.0,96947.55649089308,276338.1273467292,controlled
Tumor,5.0,1.9050401384008434e-6,243.33975680089065,244.75863056575147,244.75863036266162,2.3905087779917347,512.2379271749721,226942.93654437747,87.18540679596941,140402.5209482036,NaN,NaN,10000.0,10000.0,84217.58730171542,239639.32138355242,controlled
Tumor,5.0,2.0000000000000003e-6,209.94194870322454,210.93643155091107,210.93642792940565,2.326205610269217,510.5468159437132,227192.05843184845,75.590422443398,140736.67997513514,NaN,NaN,10000.0,10000.0,72768.99694086003,206713.6328388065,controlled
Tumor,10.0,3.000000000000001e-7,6346.487981184576,9.746110334100842e6,9.74611213452128e6,6.988831448437963,487331.1356422071,716.6844619916906,15.762163871646875,205.116131076967,180.0,195.0,180.0,195.0,1.536650051554709e9,7.725431237686832e9,tumor_dominant
Tumor,10.0,3.14953993832204e-7,6031.864687539117,9.745802450851895e6,9.745805328747911e6,6.988817776715724,487315.825211048,716.7069312196357,15.762657518790585,205.12257220739596,185.0,200.0,185.0,200.0,1.4886490824679444e9,7.677235435388676e9,tumor_dominant
Tumor,10.0,3.306533941028525e-7,5725.049387969855,9.745478350343894e6,9.745483219120955e6,6.988803422567832,487299.7510755285,716.7305227582141,15.763175082042267,205.12933566845396,190.0,205.0,190.0,205.0,1.4348344688858337e9,7.623216260859769e9,tumor_dominant
Tumor,10.0,3.471353568228903e-7,5426.367335771413,9.745136230213353e6,9.745145041708475e6,6.988788351881847,487282.87511324126,716.7552927857926,15.763717839778899,205.13643752168244,195.0,210.0,195.0,210.0,1.374110470252701e9,7.562277477318351e9,tumor_dominant
Tumor,10.0,3.644388901057883e-7,5136.104631223447,9.74477270020001e6,9.744789994387776e6,6.98877252883512,487265.1572959435,716.7813003051228,15.764289095672096,205.14389306663813,205.0,220.0,205.0,220.0,1.3050758464507146e9,7.493017307559395e9,tumor_dominant
Tumor,10.0,3.8260494648864557e-7,4854.507790576604,9.744379763265809e6,9.744417234930543e6,6.98875591580855,487246.5555939878,716.8086072865881,15.764888081069708,205.15172178108799,210.0,225.0,210.0,225.0,1.2259059308744779e9,7.4136104734739895e9,tumor_dominant
Tumor,10.0,4.0167651985518443e-7,4581.783510756729,9.743934099539945e6,9.7440258789909e6,6.988738473295915,487227.0258759288,716.8372788188651,15.765517079954344,205.1599416390306,220.0,235.0,220.0,235.0,1.1341720722369218e9,7.32162752172809e9,tumor_dominant
Tumor,10.0,4.2169874719003627e-7,4318.098946028301,9.743352536737643e6,9.743614997992227e6,6.988720159808584,487206.52180306386,716.867383267362,15.76617789686713,205.16857199583464,230.0,245.0,230.0,245.0,1.0265609369585773e9,7.213753647464551e9,tumor_dominant
Tumor,10.0,4.427190154051293e-7,4063.5824000033253,9.742266550328419e6,9.743183616907151e6,6.988700931775355,487184.9947186423,716.8989924408706,15.76687141923358,205.17763398858662,245.0,260.0,245.0,260.0,8.984152653897529e8,7.085327031513362e9,tumor_dominant
Tumor,10.0,4.6478707349102155e-7,3818.324297290622,9.738547359412292e6,9.742730711925201e6,6.988680743437151,487162.3935314769,716.9321817668623,15.767598927949923,205.18714953205185,260.0,275.0,260.0,275.0,7.429555223420498e8,6.929544673453632e9,tumor_dominant
Tumor,10.0,4.879551502585967e-7,3582.378573344029,9.714706442262452e6,9.742255208002435e6,6.98865954673632,487138.6645936645,716.9670304759018,15.76836405829173,205.19713984794853,280.0,295.0,280.0,295.0,5.499760781287862e8,6.736012595882024e9,tumor_dominant
Tumor,10.0,5.122780779497939e-7,3355.7643092677604,9.436744113299863e6,9.741755976287419e6,6.988637291200254,487113.75157211686,717.0036217956716,15.7691669212463,205.20763014727774,305.0,320.0,305.0,320.0,3.0516226924934256e8,6.48788289442892e9,tumor_dominant
Tumor,10.0,5.378134220099089e-7,3138.467599268173,4.3899894950084835e6,9.741231831416167e6,6.988613923819004,487087.59531358216,717.0420431551162,15.770009891407172,205.21864513501174,340.0,355.0,340.0,355.0,3.924384489511303e7,6.155601948442948e9,tumor_dominant
Tumor,10.0,5.646216173286177e-7,2930.443705850676,23180.74557004597,9.740681528670397e6,6.9885893889166075,487060.1337028221,717.0823863992856,15.77089473898703,205.23021133546254,390.0,405.0,390.0,405.0,1.9221286339608878e6,5.681216832464934e9,tumor_dominant
Tumor,10.0,5.927661112721535e-7,2731.619224509982,7274.724400394607,9.740103760991253e6,6.988563628015756,487031.30151358974,717.124748015432,15.771824590138532,205.24235562006663,465.0,480.0,465.0,480.0,1.3665799087649425e6,4.929919129845641e9,tumor_dominant
Tumor,10.0,6.223135138451644e-7,2541.894551996794,4731.6043018921855,9.739497155841738e6,6.988536579695485,487001.0302520396,717.1692293709997,15.772800467983622,205.25510799218216,615.0,630.0,615.0,630.0,1.136187221205003e6,3.477014573484673e9,tumor_dominant
Tumor,10.0,6.533337553376234e-7,2361.1461952634286,3673.255302118392,9.73886027190907e6,6.988508179441481,486969.24799217394,717.2159369641612,15.773825300567571,205.26849852260716,1140.0,1155.0,1140.0,1155.0,986324.1480398793,3.9043258119087517e6,tumor_dominant
Tumor,10.0,6.859002518299215e-7,2189.229342695358,3055.2421444823526,3203.1232307221553,3.505709210718523,660.1561159327608,207081.8337265985,849.8083337037538,116258.16088591727,NaN,NaN,10000.0,10000.0,873168.7397906093,2.883803600047542e6,intermediate
Tumor,10.0,7.200900789478258e-7,2025.980172204236,2628.0340176593977,2665.154652103519,3.425885337353599,633.2576955412602,210430.7019513714,741.8656883372893,120011.04838818722,NaN,NaN,10000.0,10000.0,781281.2250438351,2.4700203734559286e6,intermediate
Tumor,10.0,7.559841542785492e-7,1871.2183257629067,2302.87962280775,2315.2639684017945,3.3647880513799615,615.7631620298042,212667.5307248206,665.415234571641,122584.72488729379,NaN,NaN,10000.0,10000.0,703464.7226158637,2.1727191684520016e6,intermediate
Tumor,10.0,7.936674288796335e-7,1724.7491085682752,2040.2791749592575,2044.9601455106592,3.31089716957488,602.2479811182928,214428.3977620452,602.6949609751614,124649.84377581404,NaN,NaN,10000.0,10000.0,635786.7935613776,1.9340394074439937e6,intermediate
Tumor,10.0,8.33229088333924e-7,1586.3657033470038,1819.8743887836276,1821.7780610144994,3.260733792766632,591.088894676345,215904.425314998,548.3533033042934,126408.13585984427,NaN,NaN,10000.0,10000.0,575864.1543274847,1.7325878054869662e6,intermediate
Tumor,10.0,8.747627638264501e-7,1455.8511761881216,1630.0162603576891,1630.8285697112349,3.2126745323963912,581.5414185506468,217183.5081253636,499.9307146567768,127952.3477204452,NaN,NaN,10000.0,10000.0,522142.5396226018,1.557678439700964e6,intermediate
Tumor,10.0,9.183667537427913e-7,1332.980313314194,1463.4940281330075,1463.8523905786894,3.1657938641529677,573.1926109933311,218314.49164901383,456.06545843061264,129333.94238295138,NaN,NaN,10000.0,10000.0,473551.1486030749,1.4030812717377828e6,intermediate
Tumor,10.0,9.641442563133607e-7,1217.5213615223788,1315.561376027571,1315.7232807992518,3.1194945143322106,565.7861550727363,219327.7250242688,415.9168824858096,130584.80966546852,NaN,NaN,10000.0,10000.0,429319.90341869707,1.2647974814467386e6,intermediate
Tumor,10.0,1.0122036138542432e-6,1109.2374545816713,1182.9358729389862,1183.010302795609,3.0733554814644464,559.1505098283318,220243.53204151485,378.92705600265816,131726.22729040374,NaN,NaN,10000.0,10000.0,388875.3401537796,1.1400840226131408e6,intermediate
Tumor,10.0,1.0626585691826105e-6,1007.8880127699374,1063.2530328331598,1063.2877058354402,3.0270590454088993,553.1643811359252,221076.28489482123,344.7056101251208,132773.17622062776,NaN,NaN,10000.0,10000.0,351777.70208382414,1.0269641370377872e6,intermediate
Tumor,10.0,1.1156285348135952e-6,913.2297941979602,954.7499765254756,954.7662414535462,2.980351686773432,547.7383005632173,221836.5858412761,312.9678535964806,133736.65598764794,NaN,NaN,10000.0,10000.0,317681.0543851691,923957.079150392,controlled
Tumor,10.0,1.1712388755757056e-6,825.0179044326509,856.0727104720977,856.0804231280889,2.9330215753444504,542.8040181624036,222532.53537452023,283.49867524006083,134625.03621433544,NaN,NaN,10000.0,10000.0,286306.967453152,829917.7835217662,controlled
Tumor,10.0,1.229621205313694e-6,743.0065288115004,766.1536090900171,766.1572568688773,2.8848843975735696,538.3078579411904,223170.50191452014,256.1302581136196,135444.8722897005,NaN,NaN,10000.0,10000.0,257426.55613297166,743936.3094919213,controlled
Tumor,10.0,1.2909136983810517e-6,666.9495684703604,684.13061255481,684.1323532582403,2.835774476218502,534.2066143519116,223755.63349416933,230.7275208119751,136201.45765775212,NaN,NaN,10000.0,10000.0,230847.8657383225,665271.8604389343,controlled
Tumor,10.0,1.3552614166593774e-6,596.6011030613198,609.2922510905765,609.293114503168,2.785538470152975,530.4646577749464,224292.1901478376,207.17831747364818,136899.17695896726,NaN,NaN,10000.0,10000.0,206406.79165323605,593307.8768026059,controlled
Tumor,10.0,1.4228166528785383e-6,531.7157293212317,541.0391888661532,541.0395951410345,2.7340310122269065,527.0519795120365,224783.7785227827,185.38657903380283,137541.75824368707,NaN,NaN,10000.0,10000.0,183960.4056145107,527520.5318369715,controlled
Tumor,10.0,1.4937392910502137e-6,472.0488091643065,478.8566705732736,478.8568577720519,2.6811117058112033,523.9428407022289,225233.52301395527,165.26735148325588,138132.45983557127,NaN,NaN,10000.0,10000.0,163381.96450368804,467456.06449768896,controlled
Tumor,10.0,1.568197184867829e-6,417.35661593857134,422.2944190850044,422.2945044431726,2.626642630143044,521.1147231194108,225644.18387001232,146.743256048934,138674.19537936003,NaN,NaN,10000.0,10000.0,144557.12440260925,412714.13623214426,controlled
Tumor,10.0,1.646366554968472e-6,367.3964377364137,370.9516940731747,370.9517246236147,2.5704865767365175,518.5475807482525,226018.24772238042,129.74183445459906,139169.63159188913,NaN,NaN,10000.0,10000.0,127381.04011818842,362935.39283648337,controlled
Tumor,10.0,1.7284324059969565e-6,321.92665073906824,324.4660594536888,324.4660688202902,2.5125057182736836,516.2233007620541,226357.99672607493,114.19359475990325,139621.2632738671,NaN,NaN,10000.0,10000.0,111756.12923894964,317792.0855546794,controlled
Tumor,10.0,1.8145889644591558e-6,280.7067740691258,282.5048341364332,282.5048339043782,2.4525604682380964,514.1252399712486,226665.55651740817,100.03059477741655,140031.46232547006,NaN,NaN,10000.0,10000.0,97590.34539956426,276980.91630492994,controlled
Tumor,10.0,1.9050401384008434e-6,243.4975629123868,244.75863823812452,244.75863451122405,2.3905087853229023,512.2379301661182,226942.93676257547,87.18540607041044,140402.52131368656,NaN,NaN,10000.0,10000.0,84795.85386984519,240217.58794282895,controlled
Tumor,10.0,2.0000000000000003e-6,210.0611404188135,210.93643847529023,210.9364316292167,2.3262056178507713,510.54681909457446,227192.05865796143,75.5904218128581,140736.6803534886,NaN,NaN,10000.0,10000.0,73288.02774325598,207232.66360274836,controlled
MDSC,0.1,3.000000000000001e-7,5286.336708696695,9.746106000082685e6,9.746112134521272e6,6.988831448437963,487331.1356422071,716.6844619916911,15.762164121097658,205.1161308746783,195.0,210.0,195.0,210.0,1.411014833615037e9,7.599795973314703e9,tumor_dominant
MDSC,0.1,3.14953993832204e-7,5059.733178419674,9.7457954131181e6,9.745805328747919e6,6.988817776715725,487315.825211048,716.7069312196353,15.762657233109948,205.12257243876493,200.0,215.0,200.0,215.0,1.3618669942354102e9,7.550453271753093e9,tumor_dominant
MDSC,0.1,3.306533941028525e-7,4836.031474742525,9.745466244625336e6,9.745483219120957e6,6.988803422567832,487299.7510755285,716.7305227582139,15.763175030194107,205.12933571061436,205.0,220.0,205.0,220.0,1.3068372794566045e9,7.495218941720584e9,tumor_dominant
MDSC,0.1,3.471353568228903e-7,4615.581437421774,9.745113934163488e6,9.745145041708456e6,6.988788351881846,487282.87511324126,716.7552927857932,15.763718391981145,205.13643707780636,210.0,225.0,210.0,225.0,1.2448255679759412e9,7.432992336129245e9,tumor_dominant
MDSC,0.1,3.644388901057883e-7,4398.719574012518,9.74472812390552e6,9.744789994387778e6,6.98877252883512,487265.1572959435,716.7813003051231,15.76428904054104,205.14389311120297,215.0,230.0,215.0,230.0,1.1744256512196784e9,7.362366634640558e9,tumor_dominant
MDSC,0.1,3.8260494648864557e-7,4185.767130980061,9.744281277238537e6,9.744417234930549e6,6.98875591580855,487246.5555939878,716.8086072865884,15.764887956313341,205.1517218812841,225.0,240.0,225.0,240.0,1.0938074471019557e9,7.281510934230613e9,tumor_dominant
MDSC,0.1,4.0167651985518443e-7,3977.0283055842256,9.743687862950044e6,9.744025878990911e6,6.988738473295915,487227.0258759288,716.8372788188648,15.765516783088538,205.15994187699314,235.0,250.0,235.0,250.0,1.0005373818898122e9,7.187990192263847e9,tumor_dominant
MDSC,0.1,4.2169874719003627e-7,3772.7886434813076,9.742632925175559e6,9.743614997992257e6,6.988720159808585,487206.52180306386,716.8673832673618,15.766177253169028,205.16857250807266,245.0,260.0,245.0,260.0,8.912984791261622e8,7.078483476240806e9,tumor_dominant
MDSC,0.1,4.427190154051293e-7,3573.313654170709,9.739694068053978e6,9.743183616907155e6,6.988700931775355,487184.9947186423,716.8989924408709,15.766871337634175,205.1776340535893,260.0,275.0,260.0,275.0,7.614375522671894e8,6.948321740283486e9,tumor_dominant
MDSC,0.1,4.6478707349102155e-7,3378.8476522230085,9.726531670515096e6,9.742730711925166e6,6.98868074343715,487162.3935314769,716.9321817668631,15.76759960775002,205.18714899668748,275.0,290.0,275.0,290.0,6.042347709390093e8,6.790695052138697e9,tumor_dominant
MDSC,0.1,4.879551502585967e-7,3189.6127620361576,9.633892706057275e6,9.742255208002428e6,6.9886595467363195,487138.6645936645,716.9670304759021,15.768364192332358,205.19713974261026,295.0,310.0,295.0,310.0,4.1003378899403703e8,6.595201150381372e9,tumor_dominant
MDSC,0.1,5.122780779497939e-7,3005.8082019602725,8.570128530497044e6,9.74175597628742e6,6.988637291200254,487113.75157211686,717.0036217956708,15.769166895704766,205.2076301676814,320.0,335.0,320.0,335.0,1.719183454155339e8,6.34498351917796e9,tumor_dominant
MDSC,0.1,5.378134220099089e-7,2827.609836883837,596655.6820998346,9.74123183141616e6,6.988613923819004,487087.59531358216,717.0420431551166,15.770009986961698,205.2186450603562,355.0,370.0,355.0,370.0,5.985918994710932e6,6.010479012207351e9,tumor_dominant
MDSC,0.1,5.646216173286177e-7,2655.1698466643275,14872.65616233044,9.740681528670378e6,6.9885893889166075,487060.1337028221,717.0823863992857,15.770895020359252,205.23021111553143,405.0,420.0,405.0,420.0,1.6506667645181846e6,5.533724467167201e9,tumor_dominant
MDSC,0.1,5.927661112721535e-7,2488.616690452394,6651.345839342151,9.74010376099126e6,6.988563628015756,487031.30151358974,717.1247480154325,15.771824477408417,205.24235570885585,480.0,495.0,480.0,495.0,1.2671818171955482e6,4.779900156433369e9,tumor_dominant
MDSC,0.1,6.223135138451644e-7,2328.0553284117145,4595.0764670005055,9.73949715584176e6,6.988536579695486,487001.0302520396,717.1692293709998,15.77280017443529,205.25510822535878,630.0,645.0,630.0,645.0,1.0706216445120343e6,3.3242996683165894e9,tumor_dominant
MDSC,0.1,6.533337553376234e-7,2173.567493792109,3630.0543469017844,9.738860271909121e6,6.988508179441483,486969.24799217394,717.2159369641608,15.773824714744855,205.26849901417128,1155.0,1170.0,1155.0,1170.0,935413.1841579102,3.8088142220013854e6,tumor_dominant
MDSC,0.1,6.859002518299215e-7,2025.212235806568,3038.8541198090684,3203.1232390958776,3.5057092118535174,660.1561000493779,207081.8330876191,849.8083111728548,116258.15998260213,NaN,NaN,10000.0,10000.0,830833.405905843,2.8389805109280786e6,intermediate
MDSC,0.1,7.200900789478258e-7,1883.0266664153473,2621.1223967295214,2665.154706897638,3.4258853462791063,633.2576944945033,210430.70216370892,741.8656784106739,120011.04878038474,NaN,NaN,10000.0,10000.0,744817.1706733119,2.4328839633895606e6,intermediate
MDSC,0.1,7.559841542785492e-7,1747.0266811356564,2299.758638450183,2315.2640592325333,3.3647880684105282,615.7631795827227,212667.53197526615,665.415239426359,122584.72687460651,NaN,NaN,10000.0,10000.0,671413.9685659994,2.1404323702366385e6,intermediate
MDSC,0.1,7.936674288796335e-7,1617.2079038562433,2038.8023748573983,2044.9600944138363,3.310897158728594,602.247986041968,214428.39772052495,602.6949760375924,124649.8436316168,NaN,NaN,10000.0,10000.0,607258.0746118643,1.9054170182318422e6,intermediate
MDSC,0.1,8.33229088333924e-7,1493.5467486976288,1819.151798202557,1821.778023039777,3.2607337837187873,591.0888815168764,215904.42448420665,548.3532970537436,126408.13454876367,NaN,NaN,10000.0,10000.0,550261.9284293322,1.7069455786971496e6,intermediate
MDSC,0.1,8.747627638264501e-7,1376.0013869222596,1629.6539226128689,1630.8285136092245,3.2126745174654148,581.5414090989036,217183.5073480513,499.93071718183336,127952.34644833475,NaN,NaN,10000.0,10000.0,499041.60009820876,1.5345595580385923e6,intermediate
MDSC,0.1,9.183667537427913e-7,1264.5128942287465,1463.308964559078,1463.8523879126033,3.1657938633625355,573.1926168437618,218314.49191850898,456.06546462246007,129333.9427884727,NaN,NaN,10000.0,10000.0,452631.9939332433,1.382153785202785e6,intermediate
MDSC,0.1,9.641442563133607e-7,1159.006396204574,1315.4655203089665,1315.7233221202487,3.1194945279611033,565.7861578051876,219327.72541768797,415.9168750699852,130584.81034341107,NaN,NaN,10000.0,10000.0,410332.56687156006,1.2458061726167118e6,intermediate
MDSC,0.1,1.0122036138542432e-6,1059.3920945190248,1182.8856896057412,1183.010238945176,3.0733554580441336,559.1505032851262,220243.5312984109,378.9270664579383,131726.22602588218,NaN,NaN,10000.0,10000.0,371617.7855919244,1.1228245371212994e6,intermediate
MDSC,0.1,1.0626585691826105e-6,965.5664315312068,1063.226542472848,1063.2876918846412,3.0270590397161197,553.1643818714658,221076.28483836507,344.7056144305412,132773.1761059695,NaN,NaN,10000.0,10000.0,336082.2214182885,1.0112677040529889e6,intermediate
MDSC,0.1,1.1156285348135952e-6,877.413122595165,954.735903070664,954.7662809533664,2.980351704721915,547.7383077887733,221836.58649040482,312.9678482378474,133736.65707636136,NaN,NaN,10000.0,10000.0,303405.3204169855,909680.8684764629,controlled
MDSC,0.1,1.1712388755757056e-6,794.8041228726943,856.065197146263,856.0804145452,2.933021570995382,542.8040180002906,222532.5353038573,283.498677625704,134625.03608597483,NaN,NaN,10000.0,10000.0,273327.93067762186,816938.5060681887,controlled
MDSC,0.1,1.229621205313694e-6,717.6006535921299,766.1495794975207,766.1572666404695,2.884884403105354,538.307859503851,223170.50207069982,256.1302562219709,135444.87255577985,NaN,NaN,10000.0,10000.0,245636.15304120752,732145.7844211188,controlled
MDSC,0.1,1.2909136983810517e-6,645.6540313189984,684.128442688964,684.1323625352846,2.835774482099073,534.2066165936061,223755.63368661806,230.72751933022514,136201.4579815359,NaN,NaN,10000.0,10000.0,220149.91903947142,654573.8512907824,controlled
MDSC,0.1,1.3552614166593774e-6,578.8065212377528,609.2910821814044,609.293095939184,2.7855384569425428,530.4646566445806,224292.189936684,207.17832298026943,136899.1765814791,NaN,NaN,10000.0,10000.0,196714.72415789522,583615.7767186442,controlled
MDSC,0.1,1.4228166528785383e-6,516.8921404019999,541.0385545826639,541.0396026415484,2.734031018236489,527.0519826275996,224783.7787565839,185.3865782464952,137541.75863252927,NaN,NaN,10000.0,10000.0,175195.52265341053,518755.63196764013,controlled
MDSC,0.1,1.4937392910502137e-6,459.7373265850122,478.8563261539348,478.8568613957826,2.6811117090908607,523.9428419423609,225233.5231142412,165.26735084508647,138132.4600043145,NaN,NaN,10000.0,10000.0,155472.14315219846,459546.23492856097,controlled
MDSC,0.1,1.568197184867829e-6,407.16165831732064,422.2942324584193,422.29450693104855,2.6266426326955714,521.1147237865623,225644.18392983053,146.74325544460868,138674.19548147824,NaN,NaN,10000.0,10000.0,137435.80191394562,405592.8091145917,controlled
MDSC,0.1,1.646366554968472e-6,358.97849093058227,370.95159283264263,370.9517211528357,2.570486572684002,518.5475793379704,226018.24760999388,129.7418351557414,139169.6314023214,NaN,NaN,10000.0,10000.0,120986.42593684078,356540.7763725314,controlled
MDSC,0.1,1.7284324059969565e-6,314.9955781011132,324.46599704001375,324.4660585202527,2.512505704529549,516.2232955706176,226357.9963287743,114.1935967076017,139621.26260604552,NaN,NaN,10000.0,10000.0,106030.58695760224,312066.5420622031,controlled
MDSC,0.1,1.8145889644591558e-6,275.0157025643033,282.5047956248836,282.50482424669286,2.452560453443712,514.125234111751,226665.55608106678,100.03059652375603,140031.46159355686,NaN,NaN,10000.0,10000.0,92479.9073166852,271870.4775337676,controlled
MDSC,0.1,1.9050401384008434e-6,238.83731637444723,244.7586144969703,244.75862623543918,2.3905087706982777,512.2379241992072,226942.93632730132,87.18540751779634,140402.52058460008,NaN,NaN,10000.0,10000.0,80249.83843732621,235671.57213108905,controlled
MDSC,0.1,2.0000000000000003e-6,206.25521373545294,210.93642245715967,210.9364323530686,2.326205619334069,510.5468197110257,227192.0587021993,75.59042168949607,140736.6804275117,NaN,NaN,10000.0,10000.0,69258.73984725046,203203.37553459156,controlled
