changed_comp,multiplier,b6,T100,T365,T10000,logT10000,M10000,NK10000,CTL10000,B10000,t_to_1e5,t_to_1e6,t_to_1e5_plot,t_to_1e6_plot,auc_0_365,auc_0_1000,final_state
NK,5.0,7.200900789478258e-7,1175.150313451224,2591.7914928997025,2665.154631225739,3.425885333952782,633.2576894562543,210430.70158431726,741.8656840332374,120011.04782144025,NaN,NaN,10000.0,10000.0,618296.7505391458,2.303524987919196e6,intermediate
NK,5.0,7.559841542785492e-7,1108.9210275705802,2285.4004103329494,2315.263995246464,3.364788056413279,615.7631720230769,212667.53131211092,665.4152416473318,122584.72579599441,NaN,NaN,10000.0,10000.0,560323.557000036,2.0282580205117073e6,intermediate
NK,5.0,7.936674288796335e-7,1043.702993414321,2031.5149455440433,2044.9601850545973,3.310897177968843,602.2479918990223,214428.3984697786,602.6949655348293,124649.84489410542,NaN,NaN,10000.0,10000.0,508797.1081933977,1.806494158031053e6,intermediate
NK,5.0,8.33229088333924e-7,979.655130150972,1815.3546968385883,1821.7779943894768,3.2607337768925766,591.0888963019146,215904.42502374592,548.3533184191258,126408.13531157638,NaN,NaN,10000.0,10000.0,462470.6642159939,1.6189441717457185e6,intermediate
NK,5.0,8.747627638264501e-7,916.9338837566238,1627.636460219007,1630.8285440975346,3.212674525579567,581.5414212142982,217183.50810560965,499.93072281362805,127952.34764661703,NaN,NaN,10000.0,10000.0,420468.3140034379,1.4558863896018541e6,intermediate
NK,5.0,9.183667537427913e-7,855.6918514161646,1462.2211650291067,1463.8523791857044,3.165793860775214,573.1926090276054,218314.4914846738,456.0654591379216,129333.94211260178,NaN,NaN,10000.0,10000.0,382151.72025261476,1.3116245336248e6,intermediate
NK,5.0,9.641442563133607e-7,796.076378948549,1314.872395500032,1315.7232591472437,3.1194945071907343,565.7861531056143,219327.724791597,415.9168858851197,130584.80926962505,NaN,NaN,10000.0,10000.0,347041.3597029714,1.1824903895213604e6,intermediate
NK,5.0,1.0122036138542432e-6,738.228150665972,1182.5595001813188,1183.0103066100285,3.073355482863574,559.1505099974996,220243.53207476262,378.9270551863763,131726.22734879353,NaN,NaN,10000.0,10000.0,314767.5514359551,1.0659617521701546e6,intermediate
NK,5.0,1.0626585691826105e-6,682.2797918284473,1063.045954893478,1063.2876990933523,3.027059042657715,553.1643772618262,221076.28465197704,344.7056087296954,132773.1758318536,NaN,NaN,10000.0,10000.0,285038.70732256654,960217.6919566005,intermediate
NK,5.0,1.1156285348135952e-6,628.3544380610781,954.6354100893668,954.7661968242021,2.9803516664941236,547.7382986441365,221836.5854303833,312.96786452565095,133736.65525860083,NaN,NaN,10000.0,10000.0,257620.00083855478,863892.148723811,controlled
NK,5.0,1.1712388755757056e-6,576.5644788703213,856.0090420338981,856.0804120452178,2.9330215697286066,542.8040159423332,222532.53517807694,283.49867683155975,134625.03588447327,NaN,NaN,10000.0,10000.0,232318.60342287098,775927.3828222032,controlled
NK,5.0,1.229621205313694e-6,527.0102564583467,766.1180945031198,766.1572694304274,2.8848844046847737,538.3078623004621,223170.5022398149,256.13025733069315,135444.87282678203,NaN,NaN,10000.0,10000.0,208973.18741312198,695481.86313668,controlled
NK,5.0,1.2909136983810517e-6,479.77895097499294,684.1107395357241,684.1323463236396,2.8357744718227695,534.206615346117,223755.63349349826,230.72752369083338,136201.45764082318,NaN,NaN,10000.0,10000.0,187446.29946363502,621869.7211935016,controlled
NK,5.0,1.3552614166593774e-6,434.9435162046495,609.2810999047397,609.2930561872638,2.7855384286544296,530.464644128956,224292.18893664973,207.17832844951786,136899.17490877223,NaN,NaN,10000.0,10000.0,167618.70725421148,554519.485095723,controlled
NK,5.0,1.4228166528785383e-6,392.56181886050143,541.0329119220933,541.0395805507865,2.734031000536867,527.0519772183299,224783.77827481143,185.38658278742793,137541.75781469845,NaN,NaN,10000.0,10000.0,149385.1400085547,492945.10023869347,controlled
NK,5.0,1.4937392910502137e-6,352.6759086549343,478.85312799847566,478.8569481273894,2.6811117875873,523.9428653575966,225233.52516648333,165.26733209690693,138132.4634903909,NaN,NaN,10000.0,10000.0,132651.0359625606,436725.0472164714,controlled
NK,5.0,1.568197184867829e-6,315.3114787121403,422.2924128126855,422.29449336919845,2.626642618781295,521.1147201497924,225644.18360375127,146.74325873889708,138674.19492481268,NaN,NaN,10000.0,10000.0,117330.0336805507,385486.9965118826,controlled
NK,5.0,1.646366554968472e-6,280.4775158354831,370.95055397472885,370.951726251465,2.5704865786372113,518.5475814096905,226018.2477750911,129.74183412575243,139169.63168079866,NaN,NaN,10000.0,10000.0,103342.02213499429,338896.34817920974,controlled
NK,5.0,1.7284324059969565e-6,248.16619612434755,324.4654016908844,324.46607096585836,2.5125057211366806,516.2233018434611,226357.9968088349,114.19359435418637,139621.2634129783,NaN,NaN,10000.0,10000.0,90611.62404505594,296647.56557527906,controlled
NK,5.0,1.8145889644591558e-6,218.3529513149616,282.5044521462007,282.5048302688065,2.452560462668848,514.125237765482,226665.55635315046,100.03059543481366,140031.46204994633,NaN,NaN,10000.0,10000.0,79067.01823750188,258457.5809005073,controlled
NK,5.0,1.9050401384008434e-6,190.99683173414005,244.75841513757237,244.75863127001915,2.390508779595179,512.2379278291859,226942.9365921012,87.18540663727751,140402.5210281408,NaN,NaN,10000.0,10000.0,68639.03568006367,224060.7651740111,controlled
NK,5.0,2.0000000000000003e-6,166.0410473274747,210.93630608142374,210.93643278772706,2.32620562022476,510.54682008118573,227192.05872876282,75.59042161542092,140736.68047196028,NaN,NaN,10000.0,10000.0,59260.47985225736,193205.1131371828,controlled
NK,10.0,3.000000000000001e-7,1651.739447879388,9.743679967284441e6,9.74611213452126e6,6.988831448437962,487331.1356422071,716.6844619916915,15.762164542455729,205.1161305321302,255.0,270.0,255.0,270.0,7.978678946162337e8,6.98662304171103e9,tumor_dominant
NK,10.0,3.14953993832204e-7,1613.2313989461313,9.741871769668836e6,9.74580532874791e6,6.988817776715724,487315.825211048,716.7069312196356,15.762657523000858,205.12257220493626,260.0,275.0,260.0,275.0,7.486531903110398e8,6.93719742596486e9,tumor_dominant
NK,10.0,3.306533941028525e-7,1574.207720766244,9.738750387436366e6,9.74548321912096e6,6.988803422567832,487299.7510755285,716.7305227582137,15.763174939734192,205.12933578562655,265.0,280.0,265.0,280.0,6.936369588144306e8,6.88194665184059e9,tumor_dominant
NK,10.0,3.471353568228903e-7,1534.1651473865434,9.732807275714733e6,9.745145041708456e6,6.988788351881846,487282.87511324126,716.7552927857938,15.76371842486624,205.13643705297704,275.0,290.0,275.0,290.0,6.316460487108464e8,6.819680910025204e9,tumor_dominant
NK,10.0,3.644388901057883e-7,1493.5642285912975,9.720273798827717e6,9.74478999438777e6,6.98877252883512,487265.1572959435,716.7813003051234,15.764289214769734,205.14389297202172,280.0,295.0,280.0,295.0,5.613920882752342e8,6.749070872574451e9,tumor_dominant
NK,10.0,3.8260494648864557e-7,1451.7964305038447,9.69060624974891e6,9.744417234930532e6,6.988755915808549,487246.5555939878,716.8086072865885,15.764888340605264,205.15172157478023,290.0,305.0,290.0,305.0,4.810406799645836e8,6.668168234643072e9,tumor_dominant
NK,10.0,4.0167651985518443e-7,1409.3860729732926,9.61076679631166e6,9.744025878990892e6,6.988738473295914,487227.0258759288,716.8372788188651,15.765517296913579,205.15994146750404,300.0,315.0,300.0,315.0,3.8860296551501954e8,6.574626738651322e9,tumor_dominant
NK,10.0,4.2169874719003627e-7,1366.29786770008,9.361420739184793e6,9.743614997992227e6,6.988720159808584,487206.52180306386,716.8673832673626,15.766177880440765,205.1685720099405,310.0,325.0,310.0,325.0,2.8205023008890945e8,6.465111138552142e9,tumor_dominant
NK,10.0,4.427190154051293e-7,1322.5184692904427,8.45261057315081e6,9.743183616907166e6,6.988700931775355,487184.9947186423,716.8989924408714,15.766871114712334,205.17763423308625,325.0,335.0,325.0,335.0,1.623272143935967e8,6.334940106522657e9,tumor_dominant
NK,10.0,4.6478707349102155e-7,1278.1302735297086,5.076851820905108e6,9.742730711925188e6,6.988680743437151,487162.3935314769,716.932181766862,15.76759915821075,205.18714935436932,340.0,355.0,340.0,355.0,4.9096273923023954e7,6.177308287712628e9,tumor_dominant
NK,10.0,4.879551502585967e-7,1233.2062420462637,348552.6943248938,9.742255208002428e6,6.9886595467363195,487138.6645936645,716.9670304759018,15.768364183953892,205.1971397501277,360.0,375.0,360.0,375.0,4.229687005881205e6,5.981816087249748e9,tumor_dominant
NK,10.0,5.122780779497939e-7,1187.7967276437143,28554.270571637615,9.74175597628744e6,6.988637291200255,487113.7515721168,717.0036217956704,15.769166573383044,205.20763042492962,385.0,400.0,385.0,400.0,1.6892648972057505e6,5.731602818276212e9,tumor_dominant
NK,10.0,5.378134220099089e-7,1142.1448791476555,11267.39080811227,9.741231831416162e6,6.988613923819004,487087.59531358216,717.0420431551164,15.77000997797228,205.21864506836505,420.0,435.0,420.0,435.0,1.2562448259293924e6,5.397145688856402e9,tumor_dominant
NK,10.0,5.646216173286177e-7,1096.0713882619762,6985.662561380222,9.74068152867037e6,6.988589388916607,487060.1337028221,717.0823863992855,15.770895131586437,205.23021102921817,470.0,480.0,470.0,480.0,1.0441969249795042e6,4.920420881972608e9,tumor_dominant
NK,10.0,5.927661112721535e-7,1049.7433449231507,5144.755509638336,9.740103760991255e6,6.988563628015756,487031.30151358974,717.124748015432,15.771824562298306,205.2423556431481,545.0,560.0,545.0,560.0,904413.7242144467,4.166626498108745e9,tumor_dominant
NK,10.0,6.223135138451644e-7,1003.3790603760798,4113.280227505002,9.739497155841734e6,6.988536579695485,487001.0302520396,717.1692293710005,15.772800504113638,205.25510796450547,695.0,710.0,695.0,710.0,799577.3643904589,2.711090047151435e9,tumor_dominant
NK,10.0,6.533337553376234e-7,956.969439757304,3439.595269720761,9.73886027190907e6,6.988508179441481,486969.24799217394,717.2159369641608,15.77382529443456,205.26849852894765,1220.0,1235.0,1220.0,1235.0,715237.4887855252,3.442364230032894e6,tumor_dominant
NK,10.0,6.859002518299215e-7,910.647929992299,2954.323043132092,3203.1232771068035,3.5057092170056086,660.1561164147558,207081.83394857595,849.8083280151628,116258.16127078311,NaN,NaN,10000.0,10000.0,644422.1251175749,2.640028212210396e6,intermediate
NK,10.0,7.200900789478258e-7,864.5343573562042,2580.79468275623,2665.1546806320384,3.425885342000658,633.2576966361265,210430.7021342955,741.865685214167,120011.04869792845,NaN,NaN,10000.0,10000.0,583260.9916890144,2.2674310639374144e6,intermediate
NK,10.0,7.559841542785492e-7,818.730965064624,2279.5599734706907,2315.2639430327636,3.364788046623323,615.7631718311966,212667.53104176602,665.4152504753399,122584.7253155232,NaN,NaN,10000.0,10000.0,529393.6326742084,1.9968881221346105e6,intermediate
NK,10.0,7.936674288796335e-7,773.3519698978087,2028.3316341074901,2044.9600940364803,3.310897158648493,602.2479830505213,214428.3975800265,602.6949727836922,124649.84342165464,NaN,NaN,10000.0,10000.0,481281.6961894037,1.7787771543161464e6,intermediate
NK,10.0,8.33229088333924e-7,728.5134855234331,1813.5860221060213,1821.778039256693,3.2607337875826246,591.0888819368901,215904.4245935944,548.3532942355665,126408.13474003997,NaN,NaN,10000.0,10000.0,437869.19354521786,1.594244852956987e6,intermediate
NK,10.0,8.747627638264501e-7,684.3320479240706,1626.639537508204,1630.8284744039618,3.2126745070313345,581.5414058488124,217183.5069659593,499.9307223134213,127952.34580307158,NaN,NaN,10000.0,10000.0,398401.2518591006,1.4337699770938018e6,intermediate
NK,10.0,9.183667537427913e-7,640.9263750607345,1461.6531312387349,1463.8523661309034,3.165793856904771,573.1926079216865,218314.4913523162,456.06546104324707,129333.9418879944,NaN,NaN,10000.0,10000.0,362320.4295031272,1.291767670036648e6,intermediate
NK,10.0,9.641442563133607e-7,598.4128770778361,1314.5460861449758,1315.7232897196466,3.119494517274422,565.7861552309341,219327.72508781264,415.91688049254736,130584.80977907908,NaN,NaN,10000.0,10000.0,329203.27051781776,1.1646387790591177e6,intermediate
NK,10.0,1.0122036138542432e-6,556.9058306479249,1182.3708841437015,1183.0102836630695,3.0733554744466387,559.1505094304229,220243.53189739905,378.9270604865448,131726.22703238882,NaN,NaN,10000.0,10000.0,298720.38985646603,1.0499073338603124e6,intermediate
NK,10.0,1.0626585691826105e-6,516.5162871148206,1062.9364310388835,1063.2877521779537,3.027059064319479,553.16438167822,221076.2852345215,344.7055982770537,132773.17683682236,NaN,NaN,10000.0,10000.0,270610.04067248513,945785.0843976067,intermediate
NK,10.0,1.1156285348135952e-6,477.3508677075797,954.5715884363512,954.7662654837529,2.9803516976926145,547.7383065487928,221836.5863182933,312.9678515774862,133736.65677753912,NaN,NaN,10000.0,10000.0,244660.0923933334,850930.0801263063,controlled
NK,10.0,1.1712388755757056e-6,439.5105471477189,855.971756041059,856.0804116681799,2.9330215695375563,542.8040157760315,222532.53516664478,283.49867681848116,134625.03586584257,NaN,NaN,10000.0,10000.0,220695.39227458835,764302.9793379792,controlled
NK,10.0,1.229621205313694e-6,403.0894510706203,766.0962670956433,766.1572633371363,2.884884401235308,538.3078620789505,223170.50218231362,256.1302590384614,135444.87272333662,NaN,NaN,10000.0,10000.0,198568.68863832304,685076.7018974707,controlled
NK,10.0,1.2909136983810517e-6,368.17275686986505,684.0979405335853,684.1323166953744,2.8357744530418834,534.2066143956074,223755.63321184917,230.7275325421712,136201.45713022174,NaN,NaN,10000.0,10000.0,178153.88068779887,612576.932398944,controlled
NK,10.0,1.3552614166593774e-6,334.8375280286639,609.2735834336246,609.2930740204654,2.785538441344826,530.464649439555,224292.18936877503,207.17832580553747,136899.17563313394,NaN,NaN,10000.0,10000.0,159341.23488014867,546241.8055856837,controlled
NK,10.0,1.4228166528785383e-6,303.1507787533648,541.0284906681958,541.0395737542257,2.7340309950913073,527.0519761628263,224783.778160012,185.38658454359964,137541.7576159912,NaN,NaN,10000.0,10000.0,142033.52489742124,485593.3685096706,controlled
NK,10.0,1.4937392910502137e-6,273.1639721535625,478.8505211942342,478.8568747236486,2.6811117211532465,523.9428466726854,225233.52349248072,165.2673485917555,138132.46063986208,NaN,NaN,10000.0,10000.0,126142.68471330775,430216.62981220195,controlled
NK,10.0,1.568197184867829e-6,244.93595020186288,422.2908747293304,422.29450677729136,2.6266426325378185,521.1147237453328,225644.18392613367,146.74325548195534,138674.19547516745,NaN,NaN,10000.0,10000.0,111589.90462713141,379746.8299387633,controlled
NK,10.0,1.646366554968472e-6,218.48374833301995,370.9496429652006,370.95173142274655,2.5704865846752503,518.547583510943,226018.24794254143,129.74183308108152,139169.63196324548,NaN,NaN,10000.0,10000.0,98299.09678458133,333853.40126534074,controlled
NK,10.0,1.7284324059969565e-6,193.8244065960459,324.46485970145324,324.4660656214335,2.512505714005202,516.2232991497539,226357.99660268554,114.19359536479682,139621.2630664625,NaN,NaN,10000.0,10000.0,86199.69616779634,292235.6254454692,controlled
NK,10.0,1.8145889644591558e-6,170.96905300988098,282.50412920168196,282.50483371237254,2.4525604679439676,514.1252398547507,226665.55650873296,100.03059481213639,140031.46231091843,NaN,NaN,10000.0,10000.0,75225.05867504622,254615.61429664167,controlled
NK,10.0,1.9050401384008434e-6,149.9061917266666,244.75822141443254,244.7586310716178,2.3905087792445725,512.2379276861366,226942.9365816658,87.18540667197638,140402.52101066188,NaN,NaN,10000.0,10000.0,65309.99447106082,220731.71983537127,controlled
NK,10.0,2.0000000000000003e-6,130.61123107678833,210.9361892708056,210.93642858590638,2.3262056116145007,510.5468165028138,227192.05847197058,75.59042233151305,140736.68004227156,NaN,NaN,10000.0,10000.0,56391.0852827949,190335.7161395475,controlled
CTL,0.1,3.000000000000001e-7,5992.049315047892,9.746109503490323e6,9.746112134521266e6,6.988831448437963,487331.1356422071,716.6844619916907,15.762164359656461,205.11613068007702,185.0,200.0,185.0,200.0,1.497769353064955e9,7.686550530298343e9,tumor_dominant
CTL,0.1,3.14953993832204e-7,5710.664135807402,9.74580111727624e6,9.745805328747919e6,6.988817776715725,487315.825211048,716.7069312196359,15.762657225131273,205.12257244496175,190.0,205.0,190.0,205.0,1.4496241356133308e9,7.638210474245985e9,tumor_dominant
CTL,0.1,3.306533941028525e-7,5434.892047798421,9.745476083691385e6,9.745483219120966e6,6.988803422567832,487299.7510755285,716.7305227582134,15.763174754902128,205.12933593285982,195.0,210.0,195.0,210.0,1.3956569035269382e9,7.584038671214203e9,tumor_dominant
CTL,0.1,3.471353568228903e-7,5165.099631251579,9.745132107823068e6,9.745145041708464e6,6.988788351881846,487282.87511324126,716.7552927857931,15.763718134104934,205.13643728512534,200.0,215.0,200.0,215.0,1.3347714771416798e9,7.5229384400340605e9,tumor_dominant
CTL,0.1,3.644388901057883e-7,4901.624882044958,9.744764567180311e6,9.74478999438779e6,6.988772528835121,487265.1572959435,716.7813003051226,15.764288701945661,205.1438933824314,210.0,220.0,210.0,220.0,1.2655658773269305e9,7.453507251280736e9,tumor_dominant
CTL,0.1,3.8260494648864557e-7,4644.775791868775,9.744362044585383e6,9.744417234930545e6,6.98875591580855,487246.5555939878,716.8086072865889,15.764888034140657,205.151721818712,215.0,230.0,215.0,230.0,1.1862148687523181e9,7.373919221461798e9,tumor_dominant
CTL,0.1,4.0167651985518443e-7,4394.82907207355,9.743890449725082e6,9.744025878990885e6,6.988738473295914,487227.0258759288,716.8372788188651,15.765517398480275,205.1599413848469,225.0,240.0,225.0,240.0,1.0942891938686068e9,7.281744175531296e9,tumor_dominant
CTL,0.1,4.2169874719003627e-7,4152.029341382441,9.743226948660448e6,9.743614997992229e6,6.988720159808584,487206.52180306386,716.8673832673627,15.766177850690966,205.16857203256785,235.0,250.0,235.0,250.0,9.864753683699034e8,7.173666732735886e9,tumor_dominant
CTL,0.1,4.427190154051293e-7,3916.588633865672,9.741824912575116e6,9.743183616907151e6,6.988700931775355,487184.9947186423,716.8989924408712,15.766871421260129,205.1776339870276,250.0,265.0,250.0,265.0,8.581168856720718e8,7.045023917467656e9,tumor_dominant
CTL,0.1,4.6478707349102155e-7,3688.6862305130735,9.736519428434025e6,9.74273071192517e6,6.9886807434371505,487162.3935314769,716.9321817668623,15.767599538786243,205.18714905089922,265.0,280.0,265.0,280.0,7.024448141997836e8,6.889012220321334e9,tumor_dominant
CTL,0.1,4.879551502585967e-7,3468.468817122293,9.701277776223872e6,9.742255208002442e6,6.98865954673632,487138.6645936645,716.9670304759017,15.768363923432657,205.1971399542851,285.0,300.0,285.0,300.0,5.0934411785515696e8,6.695236439550243e9,tumor_dominant
CTL,0.1,5.122780779497939e-7,3256.051004132134,9.290134907508196e6,9.741755976287426e6,6.988637291200254,487113.7515721168,717.0036217956712,15.76916680021445,205.20763024271602,310.0,325.0,310.0,325.0,2.6572873090220493e8,6.44684772445645e9,tumor_dominant
CTL,0.1,5.378134220099089e-7,3051.516047487572,3.011423311127459e6,9.741231831416167e6,6.988613923819004,487087.59531358216,717.0420431551161,15.770009886938375,205.2186451386137,345.0,360.0,345.0,360.0,2.3547424843520507e7,6.114291150553646e9,tumor_dominant
CTL,0.1,5.646216173286177e-7,2854.916928523868,19955.580241888245,9.740681528670385e6,6.9885893889166075,487060.1337028221,717.0823863992857,15.770894903953954,205.2302112064248,395.0,410.0,395.0,410.0,1.829917086199483e6,5.639612683441322e9,tumor_dominant
CTL,0.1,5.927661112721535e-7,2666.277575895131,7082.646088068718,9.740103760991262e6,6.988563628015756,487031.30151358974,717.124748015432,15.771824446883691,205.24235573263238,470.0,485.0,470.0,485.0,1.3357258513103346e6,4.888002478782784e9,tumor_dominant
CTL,0.1,6.223135138451644e-7,2485.594341267573,4692.861152231626,9.739497155841732e6,6.988536579695485,487001.0302520396,717.1692293709997,15.772800525224298,205.25510794675318,620.0,635.0,620.0,635.0,1.1157870665461288e6,3.434764596798998e9,tumor_dominant
CTL,0.1,6.533337553376234e-7,2312.8376086243084,3661.5888249156537,9.738860271909082e6,6.988508179441482,486969.24799217394,717.2159369641613,15.773825163279238,205.2684986376781,1145.0,1160.0,1145.0,1160.0,970321.618607349,3.875677539199554e6,tumor_dominant
CTL,0.1,6.859002518299215e-7,2147.9534937530466,3050.983450556562,3203.1233142485926,3.505709222039895,660.1561127214051,207081.83395287476,849.8083179673067,116258.16133048269,NaN,NaN,10000.0,10000.0,859733.7660105297,2.8697203232422643e6,intermediate
CTL,0.1,7.200900789478258e-7,1990.865728817943,2626.297754037922,2665.1546605294284,3.42588533872611,633.2577010008768,210430.70223207062,741.8656938206213,120011.04881024253,NaN,NaN,10000.0,10000.0,769616.0882566327,2.458186210757696e6,intermediate
CTL,0.1,7.559841542785492e-7,1841.4774512600939,2302.1202895068423,2315.2640274944015,3.3647880624596973,615.763174096268,212667.5315676444,665.4152384893528,122584.7262234597,NaN,NaN,10000.0,10000.0,693142.8376116473,2.162339838804982e6,intermediate
CTL,0.1,7.936674288796335e-7,1699.6731510574234,2039.9309744643722,2044.960106371974,3.3108971612669396,602.2479849722578,214428.39773406618,602.6949726042923,124649.84367106091,NaN,NaN,10000.0,10000.0,626547.7098134975,1.9247782359569443e6,intermediate
CTL,0.1,8.33229088333924e-7,1565.320456058203,1819.7092801373203,1821.778004980522,3.2607337794159954,591.0888868094356,215904.42463424595,548.3533062712334,126408.13474411351,NaN,NaN,10000.0,10000.0,567533.3013017399,1.724247812277982e6,intermediate
CTL,0.1,8.747627638264501e-7,1438.2720285949542,1629.9360850312682,1630.8285142454336,3.2126745176347353,581.5414156566395,217183.507666627,499.93072362697154,127952.34693134249,NaN,NaN,10000.0,10000.0,514594.54257473897,1.550126472160885e6,intermediate
CTL,0.1,9.183667537427913e-7,1318.3672280301691,1463.4544082231776,1463.852395003117,3.165793865464707,573.1926076669614,218314.49151325144,456.06545425035165,129333.94218412213,NaN,NaN,10000.0,10000.0,466691.07707268855,1.3962194169157203e6,intermediate
CTL,0.1,9.641442563133607e-7,1205.4338280538602,1315.5415445986255,1315.7232602900945,3.1194945075676808,565.7861469709536,219327.72449478577,415.9168800362803,130584.80881730301,NaN,NaN,10000.0,10000.0,423072.83497389226,1.2585495909312915e6,intermediate
CTL,0.1,1.0122036138542432e-6,1099.2894935833865,1182.9258551460566,1183.010317781577,3.073355486961293,559.1505128975663,220243.53229300905,378.9270548744494,131726.22770582736,NaN,NaN,10000.0,10000.0,383180.15421680326,1.1343884513963466e6,intermediate
CTL,0.1,1.0626585691826105e-6,999.7432453024538,1063.247939221841,1063.2877237313191,3.0270590527115124,553.1643774594801,221076.28482795856,344.70560235616466,132773.17615230798,NaN,NaN,10000.0,10000.0,346583.1811655208,1.0217694335498022e6,intermediate
CTL,0.1,1.1156285348135952e-6,906.5966954614097,954.7473750376898,954.766268129786,2.9803516988949563,547.7383086137975,221836.5864434315,312.96785245263976,133736.65697731843,NaN,NaN,10000.0,10000.0,312943.32590331975,919219.262167123,controlled
CTL,0.1,1.1712388755757056e-6,819.6452274020668,856.0713783671085,856.0804440970593,2.9330215859697173,542.8040184228508,222532.5355400576,283.4986693114336,134625.03651685896,NaN,NaN,10000.0,10000.0,281987.76131986204,825598.5348920341,controlled
CTL,0.1,1.229621205313694e-6,738.6789754259444,766.1529232060411,766.1572215886667,2.8848843776011313,538.3078537837697,223170.50142928195,256.13026598488847,135444.87145220416,NaN,NaN,10000.0,10000.0,253491.98131891526,740001.7138580739,controlled
CTL,0.1,1.2909136983810517e-6,663.4837162440276,684.1302605035386,684.1323599723529,2.835774480474471,534.2066146566904,223755.6335627884,230.72751886543116,136201.45778099736,NaN,NaN,10000.0,10000.0,227267.52831246835,661691.51266463,controlled
CTL,0.1,1.3552614166593774e-6,593.8416042635656,609.2920711496992,609.2930874030715,2.7855384508681063,530.4646536872851,224292.1897073015,207.17832398578386,136899.17619919294,NaN,NaN,10000.0,10000.0,203153.14596559052,590054.225984521,controlled
CTL,0.1,1.4228166528785383e-6,529.5318111304757,541.0390953941013,541.0396084213522,2.7340310228673994,527.0519814786485,224783.77874183826,185.38657554568601,137541.75862363033,NaN,NaN,10000.0,10000.0,181008.2673510636,524568.3910374481,controlled
CTL,0.1,1.4937392910502137e-6,470.33105784450447,478.8566233292932,478.8568599117317,2.6811117077477205,523.9428417404727,225233.52309016412,165.26735127607807,138132.45996219458,NaN,NaN,10000.0,10000.0,160708.1407909034,464782.239483348,controlled
CTL,0.1,1.568197184867829e-6,416.0140633139008,422.2943942251514,422.2945057610428,2.626642631495161,521.114723472816,225644.18390169923,146.74325572881267,138674.19543345436,NaN,NaN,10000.0,10000.0,142140.1289083498,410297.1401415807,controlled
CTL,0.1,1.646366554968472e-6,366.3539403009318,370.9516846747058,370.9517283438048,2.5704865810802477,518.547582259876,226018.24784284292,129.7418337030698,139169.63179507927,NaN,NaN,10000.0,10000.0,125200.87212557156,360755.22462217475,controlled
CTL,0.1,1.7284324059969565e-6,321.12253611027603,324.46605108011966,324.466069370635,2.5125057190080513,516.2233010394395,226357.9967473031,114.19359465583572,139621.26330954948,NaN,NaN,10000.0,10000.0,109794.10013339709,315830.0562998291,controlled
CTL,0.1,1.8145889644591558e-6,280.0907745764921,282.5048255406699,282.5048317246767,2.4525604648990624,514.1252386487739,226665.5564189269,100.03059517156068,140031.46216027907,NaN,NaN,10000.0,10000.0,95828.94335690977,275219.51419260824,controlled
CTL,0.1,1.9050401384008434e-6,243.028979550447,244.7586302407554,244.75862768936835,2.3905087732676016,512.2379252475097,226942.936403773,87.18540726351048,140402.52071269028,NaN,NaN,10000.0,10000.0,83218.63622594617,238640.37025128093,controlled
CTL,0.1,2.0000000000000003e-6,209.70726006357287,210.93643128372543,210.93643051016642,2.3262056155576434,510.5468181415524,227192.0585895703,75.59042200357372,140736.68023905042,NaN,NaN,10000.0,10000.0,71879.53670756436,205824.1726067859,controlled
CTL,0.2,3.000000000000001e-7,5991.934169339928,9.746109503153866e6,9.746112134521263e6,6.988831448437962,487331.1356422071,716.6844619916914,15.762164511468871,205.11613055650054,185.0,200.0,185.0,200.0,1.4977562351939092e9,7.686537412423682e9,tumor_dominant
CTL,0.2,3.14953993832204e-7,5710.559002486781,9.745801116732633e6,9.745805328747926e6,6.988817776715725,487315.825211048,716.7069312196352,15.762657009073402,205.1225726195569,190.0,205.0,190.0,205.0,1.4496109172713418e9,7.638197255898174e9,tumor_dominant
CTL,0.2,3.306533941028525e-7,5434.796347334583,9.745476082763761e6,9.745483219120974e6,6.988803422567832,487299.7510755285,716.7305227582132,15.763174510827945,205.12933613005566,195.0,210.0,195.0,210.0,1.3956435785346642e9,7.584025346211982e9,tumor_dominant
CTL,0.2,3.471353568228903e-7,5165.012767561281,9.745132106126765e6,9.745145041708475e6,6.988788351881847,487282.87511324126,716.755292785792,15.76371784190121,205.13643752028582,200.0,215.0,200.0,215.0,1.3347580387009602e9,7.522925001575156e9,tumor_dominant
CTL,0.2,3.644388901057883e-7,4901.546283729197,9.744764563816974e6,9.744789994387778e6,6.98877252883512,487265.1572959435,716.7813003051233,15.764289002118419,205.1438931417287,210.0,220.0,210.0,220.0,1.2655523183474445e9,7.453493692265209e9,tumor_dominant
CTL,0.2,3.8260494648864557e-7,4644.704883550188,9.744362037215421e6,9.744417234930534e6,6.988755915808549,487246.5555939878,716.8086072865881,15.76488827849248,205.1517216235346,215.0,230.0,215.0,230.0,1.1862011813892958e9,7.373905534019741e9,tumor_dominant
CTL,0.2,4.0167651985518443e-7,4394.765301101131,9.743890431459138e6,9.744025878990885e6,6.988738473295914,487227.0258759288,716.8372788188659,15.765517397616312,205.15994138553475,225.0,240.0,225.0,240.0,1.094275369977901e9,7.28173035144481e9,tumor_dominant
CTL,0.2,4.2169874719003627e-7,4151.972170388904,9.74322689577442e6,9.743614997992227e6,6.988720159808584,487206.52180306386,716.8673832673624,15.766177906971455,205.16857198784857,235.0,250.0,235.0,250.0,9.864613990099647e8,7.173652762809081e9,tumor_dominant
