direction,b5,b6,T,M,NK,CTL,B,logT,phase,newton_converged,residual_raw,residual_scaled,max_real_eig,stable
down,0.0001,3.1865996681139003e-6,35.88340304154118,501.79417502714364,228490.22894752273,14.266294035022739,142491.92238986364,1.5668309843441945,controlled,true,0.00010897564197875909,5.886798365145118e-9,-0.05867739162341091,true
down,0.0001,3.385682716577777e-6,26.87374654175402,501.34368918785043,228557.44478501286,11.049483312453003,142583.44656724358,1.4451953466485303,controlled,true,4.147138042753795e-5,2.3130156324190915e-9,-0.05934942944937274,true
down,0.0001,3.597203493126007e-6,19.78879856074504,500.98943506356443,228610.32898288913,8.515641321417998,142655.5008238091,1.3178293910382535,controlled,true,0.00010785010090330616,6.222127352066339e-9,-0.05987190374452101,true
down,0.0001,3.821939045734755e-6,14.309980041433558,500.71550591790566,228651.24248156665,6.553652222387967,142711.27253662678,1.1849746245388277,controlled,true,0.00015306219074773253,9.149501071471987e-9,-0.06026562874761789,true
down,0.0001,4.060714968509634e-6,10.1491479939287,500.5074587453898,228682.3226214894,5.062148150097399,142753.65529870582,1.04724168032828,controlled,true,2.9736214855802245e-5,1.8445625926616685e-9,-0.06055463778602622,true
down,0.0001,4.31440843460865e-6,7.0502374758249635,500.35251313053413,228705.4762986623,3.950465352845845,142785.2380103601,0.9058086919106212,controlled,true,2.7726683129003504e-5,1.7872806941408337e-9,-0.060762195895108326,true
down,0.0001,4.58395141864735e-6,4.790080367378662,500.2395089071038,228722.3663879547,3.139219835232917,142808.2817461682,0.7626845918564251,controlled,true,0.0001077236211131094,7.2251753595116835e-9,-0.06090844413313559,true
down,0.0001,4.870334120423881e-6,3.1783029765294417,500.1589140145014,228734.41210635978,2.5604667058411166,142824.7184301991,0.6209999282877016,controlled,true,2.4973487597890198e-5,1.7448968718706294e-9,-0.061009643170941916,true
down,0.0001,5.174608602541527e-6,2.0562478326545546,500.10281086041743,228742.7988569467,2.1574473195417903,142836.1636489864,0.4851885684868362,controlled,true,3.369306932654581e-5,2.4549581914777937e-9,-0.06107837352067291,true
down,0.0001,5.497892655292072e-6,1.2949738032444467,500.06474351758675,228748.4890928374,1.8839596688205633,142843.92949121818,0.3607777325001584,controlled,true,0.00011377275995982927,8.65330834267099e-9,-0.06112411226377021,true
down,0.0001,5.841373902997888e-6,0.7924845153573408,500.0396276264802,228752.2458908482,1.7034166726328182,142849.05711246547,0.25345541263891275,controlled,true,7.477885810658336e-5,4.7091768262674805e-9,-0.06115386972428023,true
down,0.0001,6.206314166898218e-6,0.4703942264548224,500.0235214335979,228754.65354934565,1.587680643224013,142852.34326677214,0.1674337887756226,controlled,true,3.7864147998334374e-5,1.4800112801971466e-9,-0.06117274604560759,true
down,0.0001,6.594054100606915e-6,0.2702881400623828,500.0135105480791,228756.1490894357,1.5157730389474764,142854.38444385162,0.103902243354004,controlled,true,8.482763132633409e-5,1.9938139472763794e-9,-0.06118438880567407,true
down,0.0001,7.006018115170941e-6,0.15003409305097523,500.00750026609177,228757.04822682208,1.4725586163290965,142855.61175528212,0.060710715313992115,controlled,true,3.162022085234639e-5,5.754156207065658e-10,-0.06119135206459255,true
down,0.0001,7.443719611822047e-6,0.08027917304893263,500.0040150006324,228757.56985731615,1.4474910368593157,142856.3238011293,0.03353600330828236,controlled,true,2.290207612531958e-5,4.167886869612985e-10,-0.06119537869254676,true
down,0.0001,7.908766541645225e-6,0.041310621703478934,500.0020668949678,228757.86119680322,1.4334868877183322,142856.72147132232,0.017580298357157628,controlled,true,2.9976432415423915e-5,5.455508088650149e-10,-0.06119762379082922,true
down,0.0001,8.402867312587614e-6,0.02039398618475311,500.0010185806345,228758.01740050133,1.4259700159548465,142856.93463260852,0.008767890378292119,controlled,true,2.4586692688899348e-5,4.4746897535521523e-10,-0.0611988273747254,true
down,0.0001,8.927837065508477e-6,0.009633741363604863,500.00047322048584,228758.09735698072,1.4221030564884054,142857.04362330938,0.004163856007788881,controlled,true,0.00018608038408274297,3.386629720849411e-9,-0.06119944589076577,true
down,0.0001,9.485604342325593e-6,0.004342522328022902,500.00021301046075,228758.1371996762,1.4202015312657736,142857.09809342842,0.0018818504466569424,controlled,true,9.045438264365657e-5,1.6462615611694326e-9,-0.06119975024852427,true
down,0.0001,1.0078218170754866e-5,0.0018623911706663928,500.00008892087266,228758.155735059,1.4193102343308444,142857.12339175606,0.0008080739670048927,controlled,true,9.227906684827758e-5,1.6794740386987665e-9,-0.061199892796892474,true
down,0.0001,1.0707855591669263e-5,0.000757582938863133,500.0000275609017,228758.16359090662,1.4189131872330032,142857.13399282703,0.00032888952510984657,controlled,true,0.00022677496508549666,4.127297870451544e-9,-0.06119995604633192,true
down,0.0001,1.1376829656730377e-5,0.00029132959223731415,500.00000956480176,228758.1674269967,1.4187456331462174,142857.13933475383,0.00012650440797959975,controlled,true,0.00010992721081493073,2.000671078503221e-9,-0.061199983049303214,true
down,0.0001,1.2087597925672268e-5,0.00010553807081014729,500.00000058235,228758.16883617637,1.418678864631011,142857.1412643364,4.5832183305998694e-5,controlled,true,0.0001031771666930581,1.877821401963283e-9,-0.06119999372277451,true
down,0.0001,1.2842771494454064e-5,3.588258839073344e-5,499.9999919499544,228758.1690174173,1.4186538265866322,142857.1414092125,1.5583330551094224e-5,controlled,true,0.00021635577559209196,3.9376700792268554e-9,-0.061199997469071336,true
down,0.0001,1.3645124587446851e-5,1.1404792675181637e-5,500.0000053399253,228758.17016381948,1.418645045760914,142857.14326490572,4.953010282090088e-6,controlled,true,0.00010482804873390705,1.9078742719526034e-9,-0.06119999895400771,true
down,0.0001,1.4497604748893104e-5,3.374357521693935e-6,500.0000090884899,228758.1704974456,1.4186421643346612,142857.1438029018,1.4654623791143605e-6,controlled,true,0.00019603869623097125,3.5679087408811824e-9,-0.06120000026175868,true
down,0.0001,1.540334367107859e-5,9.252349305447481e-7,500.0000195866423,228758.17121591332,1.4186412957276,142857.14499499154,4.018242388672302e-7,controlled,true,0.00042945858785969904,7.816151913490789e-9,-0.06120000077197195,true
down,0.0001,1.636566869899467e-5,2.339944393306548e-7,500.00000416377986,228758.17020661448,1.4186410305833703,142857.14331102528,1.0162248192937275e-7,controlled,true,9.125434053203207e-5,1.6608320411642205e-9,-0.06120000016534358,true
down,0.0001,1.7388115053755714e-5,5.430737693795055e-8,500.0000212803178,228758.17133694974,1.4186409846267753,142857.14519478194,2.3585393534602527e-8,controlled,true,0.0004676392813962593,8.511040626188403e-9,-0.06120000085108302,true
down,0.0001,1.8474438819674896e-5,1.1504851669704116e-8,500.0000136109493,228758.1708318109,1.4186409609089938,142857.14435266674,4.996493596166265e-9,controlled,true,0.00029912880791016505,5.4441494735804405e-9,-0.06120000054388842,true
down,0.0001,1.962863074270905e-5,2.212058314298438e-9,500.0000220869619,228758.17139068834,1.418640966784826,142857.14528424182,9.606847184858368e-10,controlled,true,0.000485424960970704,8.834740136443491e-9,-0.06120000088385002,true
down,0.0001,2.0854930890961812e-5,3.836847549009381e-10,500.0000167164821,228758.17103666152,1.4186409602891912,142857.1446941084,1.6663221817681464e-10,controlled,true,0.00036739447841682704,6.686584957107321e-9,-0.061200000668752,true
down,0.0001,2.215784423110338e-5,5.965133828519601e-11,500.000019229178,228758.17120231342,1.4186409629045063,142857.1449702337,2.5906271657194764e-11,controlled,true,0.0004226189062137564,7.691669725095011e-9,-0.06120000076909028,true
down,0.0001,2.354215717792758e-5,8.255888065019584e-12,500.00001786276744,228758.171112234,1.4186409614005073,142857.14482007953,3.5854659533769763e-12,controlled,true,0.0003925879627786344,7.145106565608907e-9,-0.0612000007145069,true
down,0.0001,2.501295517784446e-5,1.0098347474717884e-12,500.00001858397366,228758.1711597793,1.4186409621819824,142857.1448993332,4.3857613178821354e-13,controlled,true,0.0004084386650902161,7.4335891690357655e-9,-0.06120000074339726,true
down,0.0001,2.6575641390902075e-5,1.000000000000001e-12,500.00001819341674,228758.17113403216,1.4186409617570153,142857.1448564149,4.343330909353833e-13,controlled,true,0.0003998550005235302,7.2773664124715375e-9,-0.06120000072774285,true
down,0.0001,2.8235956539969818e-5,1.000000000000001e-12,500.00001838986003,228758.17114698273,1.4186409619705926,142857.1448780027,4.343330909353833e-13,controlled,true,0.00040417247964796843,7.355943736254287e-9,-0.061200000735777096,true
down,0.0001,3.000000000000001e-5,1.000000000000001e-12,500.0000139373713,228758.1708534542,1.4186409571299416,142857.1443887179,4.343330909353833e-13,controlled,true,0.0003063155595555145,5.57494836165062e-9,-0.06120000055718387,true
