b6,tumor0,nk0,T365,Tfinal,logTfinal,final_regime,regime_code
1.5e-6,7079.457843841381,251.18864315095797,9.721460689613152e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
1.5e-6,10592.537251772897,251.18864315095797,9.721460689610466e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,15848.93192461114,251.18864315095797,9.721460689608457e6,9.72146068961209e6,6.987731569042201,tumor_dominant,2
1.5e-6,23713.737056616552,251.18864315095797,9.721460689608743e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,35481.33892335753,251.18864315095797,9.721460689615393e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,53088.444423098794,251.18864315095797,9.721460689610679e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,79432.82347242821,251.18864315095797,9.721460689608604e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,118850.22274370189,251.18864315095797,9.721460689608712e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
1.5e-6,177827.94100389228,251.18864315095797,9.721460689610442e6,9.721460689612152e6,6.987731569042204,tumor_dominant,2
1.5e-6,266072.50597988087,251.18864315095797,9.721460689613156e6,9.721460689612107e6,6.987731569042202,tumor_dominant,2
1.5e-6,398107.1705534969,251.18864315095797,9.72146068961522e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,595662.1435290109,251.18864315095797,9.72146068961542e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,891250.9381337459,251.18864315095797,9.72146068960886e6,9.721460689612104e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.333521432163324e6,251.18864315095797,9.721460689608667e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,1.9952623149688789e6,251.18864315095797,9.721460689608734e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,2.985382618917957e6,251.18864315095797,9.721460689609624e6,9.721460689612128e6,6.987731569042203,tumor_dominant,2
1.5e-6,4.466835921509635e6,251.18864315095797,9.721460689609034e6,9.721460689612072e6,6.9877315690422,tumor_dominant,2
1.5e-6,6.683439175686149e6,251.18864315095797,9.721460689610522e6,9.721460689612055e6,6.9877315690422,tumor_dominant,2
1.5e-6,1.0e7,251.18864315095797,9.72146068961491e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.0,316.22776601683796,473.78466322675035,473.77864001481873,2.6764911720930695,controlled,0
1.5e-6,1.4962356560944334,316.22776601683796,473.78517850064026,473.77863871577193,2.676491170904792,controlled,0
1.5e-6,2.2387211385683394,316.22776601683796,473.78580486951057,473.7786402235869,2.6764911722840363,controlled,0
1.5e-6,3.3496543915782766,316.22776601683796,473.78658745766825,473.77863933994837,2.676491171475745,controlled,0
1.5e-6,5.011872336272722,316.22776601683796,473.7875863332611,473.77864023696225,2.676491172296271,controlled,0
1.5e-6,7.498942093324558,316.22776601683796,473.78890998304433,473.77863997638747,2.6764911720579154,controlled,0
1.5e-6,11.220184543019636,316.22776601683796,473.7907423484845,473.7786420424002,2.67649117394776,controlled,0
1.5e-6,16.788040181225607,316.22776601683796,473.7934462902767,473.77864189404,2.6764911738120505,controlled,0
1.5e-6,25.118864315095795,316.22776601683796,473.7978248682511,473.77864278675725,2.676491174628646,controlled,0
1.5e-6,37.583740428844415,316.22776601683796,473.8060877573431,473.7786452023389,2.676491176838252,controlled,0
1.5e-6,56.23413251903491,316.22776601683796,473.82723338547777,473.77864329746967,2.6764911750958102,controlled,0
1.5e-6,84.13951416451951,316.22776601683796,473.9822498507531,473.77868277111185,2.676491211203551,controlled,0
1.5e-6,125.89254117941675,316.22776601683796,9.72146068881948e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,188.36490894898,316.22776601683796,9.72146068954068e6,9.72146068961208e6,6.987731569042201,tumor_dominant,2
1.5e-6,281.8382931264455,316.22776601683796,9.72146068959385e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,421.6965034285823,316.22776601683796,9.721460689601814e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,630.957344480193,316.22776601683796,9.721460689603934e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,944.0608762859235,316.22776601683796,9.72146068960738e6,9.721460689612057e6,6.9877315690422,tumor_dominant,2
1.5e-6,1412.537544622754,316.22776601683796,9.721460689607114e6,9.721460689612102e6,6.987731569042202,tumor_dominant,2
1.5e-6,2113.489039836648,316.22776601683796,9.721460689614467e6,9.721460689612057e6,6.9877315690422,tumor_dominant,2
1.5e-6,3162.2776601683795,316.22776601683796,9.721460689607866e6,9.721460689612089e6,6.987731569042201,tumor_dominant,2
1.5e-6,4731.512589614803,316.22776601683796,9.721460689612698e6,9.72146068961211e6,6.987731569042202,tumor_dominant,2
1.5e-6,7079.457843841381,316.22776601683796,9.721460689614175e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,10592.537251772897,316.22776601683796,9.721460689608393e6,9.721460689612092e6,6.987731569042201,tumor_dominant,2
1.5e-6,15848.93192461114,316.22776601683796,9.721460689611685e6,9.721460689612152e6,6.987731569042204,tumor_dominant,2
1.5e-6,23713.737056616552,316.22776601683796,9.721460689608676e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
1.5e-6,35481.33892335753,316.22776601683796,9.721460689612875e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,53088.444423098794,316.22776601683796,9.721460689608797e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,79432.82347242821,316.22776601683796,9.7214606896089e6,9.721460689612107e6,6.987731569042202,tumor_dominant,2
1.5e-6,118850.22274370189,316.22776601683796,9.72146068960986e6,9.721460689612137e6,6.987731569042204,tumor_dominant,2
1.5e-6,177827.94100389228,316.22776601683796,9.721460689613411e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
