b6,tumor0,nk0,T365,Tfinal,logTfinal,final_regime,regime_code
1.5e-6,266072.50597988087,794.3282347242813,9.721460689608628e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,398107.1705534969,794.3282347242813,9.721460689610967e6,9.721460689612165e6,6.987731569042205,tumor_dominant,2
1.5e-6,595662.1435290109,794.3282347242813,9.721460689611891e6,9.721460689612148e6,6.987731569042204,tumor_dominant,2
1.5e-6,891250.9381337459,794.3282347242813,9.721460689610666e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.333521432163324e6,794.3282347242813,9.721460689613165e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.9952623149688789e6,794.3282347242813,9.721460689611731e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,2.985382618917957e6,794.3282347242813,9.721460689609345e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,4.466835921509635e6,794.3282347242813,9.721460689613262e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,6.683439175686149e6,794.3282347242813,9.721460689614937e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.0e7,794.3282347242813,9.721460689613836e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.0,1000.0,473.7845721399225,473.77863189813024,2.6764911646684872,controlled,0
1.5e-6,1.4962356560944334,1000.0,473.78507303043585,473.77864094368806,2.6764911729427348,controlled,0
1.5e-6,2.2387211385683394,1000.0,473.7856827760601,473.7786393912754,2.6764911715226956,controlled,0
1.5e-6,3.3496543915782766,1000.0,473.78643732820404,473.7786415410835,2.6764911734891905,controlled,0
1.5e-6,5.011872336272722,1000.0,473.78740134940386,473.7786432058221,2.6764911750119773,controlled,0
1.5e-6,7.498942093324558,1000.0,473.7886710034673,473.77864210060375,2.6764911740010007,controlled,0
1.5e-6,11.220184543019636,1000.0,473.79042081700635,473.7786408141731,2.6764911728242633,controlled,0
1.5e-6,16.788040181225607,1000.0,473.79297983602635,473.7786409102032,2.676491172912105,controlled,0
1.5e-6,25.118864315095795,1000.0,473.7970684464631,473.77864169052947,2.676491173625893,controlled,0
1.5e-6,37.583740428844415,1000.0,473.80461677187037,473.77864833627893,2.6764911797049624,controlled,0
1.5e-6,56.23413251903491,1000.0,473.8229983131791,473.7786486521469,2.6764911799938966,controlled,0
1.5e-6,84.13951416451951,1000.0,473.9278231011763,473.77865895066935,2.6764911894142687,controlled,0
1.5e-6,125.89254117941675,1000.0,9.721460688348645e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,188.36490894898,1000.0,9.7214606895231e6,9.721460689612152e6,6.987731569042204,tumor_dominant,2
1.5e-6,281.8382931264455,1000.0,9.721460689587535e6,9.721460689612051e6,6.987731569042199,tumor_dominant,2
1.5e-6,421.6965034285823,1000.0,9.721460689599799e6,9.721460689612063e6,6.9877315690422,tumor_dominant,2
1.5e-6,630.957344480193,1000.0,9.721460689607779e6,9.721460689612128e6,6.987731569042203,tumor_dominant,2
1.5e-6,944.0608762859235,1000.0,9.721460689607907e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,1412.537544622754,1000.0,9.721460689606909e6,9.721460689612081e6,6.987731569042201,tumor_dominant,2
1.5e-6,2113.489039836648,1000.0,9.72146068961426e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,3162.2776601683795,1000.0,9.721460689614741e6,9.721460689612057e6,6.9877315690422,tumor_dominant,2
1.5e-6,4731.512589614803,1000.0,9.721460689613497e6,9.721460689612089e6,6.987731569042201,tumor_dominant,2
1.5e-6,7079.457843841381,1000.0,9.72146068960959e6,9.721460689612137e6,6.987731569042204,tumor_dominant,2
1.5e-6,10592.537251772897,1000.0,9.72146068961449e6,9.721460689612072e6,6.9877315690422,tumor_dominant,2
1.5e-6,15848.93192461114,1000.0,9.721460689611021e6,9.721460689612169e6,6.987731569042205,tumor_dominant,2
1.5e-6,23713.737056616552,1000.0,9.721460689615376e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,35481.33892335753,1000.0,9.721460689608784e6,9.721460689612104e6,6.987731569042202,tumor_dominant,2
1.5e-6,53088.444423098794,1000.0,9.721460689611427e6,9.721460689612169e6,6.987731569042205,tumor_dominant,2
1.5e-6,79432.82347242821,1000.0,9.721460689612905e6,9.721460689612115e6,6.987731569042203,tumor_dominant,2
1.5e-6,118850.22274370189,1000.0,9.721460689613039e6,9.721460689612111e6,6.987731569042202,tumor_dominant,2
1.5e-6,177827.94100389228,1000.0,9.721460689611116e6,9.721460689612169e6,6.987731569042205,tumor_dominant,2
1.5e-6,266072.50597988087,1000.0,9.721460689610546e6,9.721460689612154e6,6.987731569042205,tumor_dominant,2
1.5e-6,398107.1705534969,1000.0,9.721460689614287e6,9.72146068961208e6,6.987731569042201,tumor_dominant,2
1.5e-6,595662.1435290109,1000.0,9.721460689614665e6,9.721460689612072e6,6.9877315690422,tumor_dominant,2
1.5e-6,891250.9381337459,1000.0,9.721460689608702e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.333521432163324e6,1000.0,9.721460689608864e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,1.9952623149688789e6,1000.0,9.721460689609002e6,9.72146068961211e6,6.987731569042202,tumor_dominant,2
1.5e-6,2.985382618917957e6,1000.0,9.72146068960949e6,9.721460689612124e6,6.987731569042203,tumor_dominant,2
1.5e-6,4.466835921509635e6,1000.0,9.721460689608902e6,9.721460689612104e6,6.987731569042202,tumor_dominant,2
1.5e-6,6.683439175686149e6,1000.0,9.721460689608777e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.0e7,1000.0,9.721460689611148e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.0,1258.9254117941675,473.78453887131303,473.77863300665416,2.6764911656824877,controlled,0
1.5e-6,1.4962356560944334,1258.9254117941675,473.7850339729441,473.7786397602141,2.676491171860175,controlled,0
1.5e-6,2.2387211385683394,1258.9254117941675,473.7856366582347,473.7786401087313,2.676491172178974,controlled,0
1.5e-6,3.3496543915782766,1258.9254117941675,473.7863823775968,473.7786410501462,2.676491173040115,controlled,0
1.5e-6,5.011872336272722,1258.9254117941675,473.78733369646227,473.77863953817575,2.67649117165707,controlled,0
1.5e-6,7.498942093324558,1258.9254117941675,473.78858395710057,473.77864348482854,2.676491175267193,controlled,0
1.5e-6,11.220184543019636,1258.9254117941675,473.7903021518639,473.77864054824676,2.6764911725810125,controlled,0
1.5e-6,16.788040181225607,1258.9254117941675,473.792808824208,473.7786409015224,2.6764911729041643,controlled,0
1.5e-6,25.118864315095795,1258.9254117941675,473.7967969724733,473.7786456211826,2.676491177221381,controlled,0
1.5e-6,37.583740428844415,1258.9254117941675,473.80409679774607,473.7786450310842,2.6764911766816004,controlled,0
1.5e-6,56.23413251903491,1258.9254117941675,473.82157088613127,473.7786536325772,2.6764911845496475,controlled,0
1.5e-6,84.13951416451951,1258.9254117941675,473.91393284770754,473.778678828839,2.6764912075974348,controlled,0
1.5e-6,125.89254117941675,1258.9254117941675,9.72146068806351e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,188.36490894898,1258.9254117941675,9.721460689517954e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,281.8382931264455,1258.9254117941675,9.72146068958976e6,9.721460689612085e6,6.987731569042201,tumor_dominant,2
1.5e-6,421.6965034285823,1258.9254117941675,9.72146068960461e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,630.957344480193,1258.9254117941675,9.721460689605266e6,9.721460689612146e6,6.987731569042204,tumor_dominant,2
1.5e-6,944.0608762859235,1258.9254117941675,9.721460689605774e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,1412.537544622754,1258.9254117941675,9.721460689608494e6,9.721460689612057e6,6.9877315690422,tumor_dominant,2
1.5e-6,2113.489039836648,1258.9254117941675,9.721460689607978e6,9.721460689612115e6,6.987731569042203,tumor_dominant,2
1.5e-6,3162.2776601683795,1258.9254117941675,9.721460689610261e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,4731.512589614803,1258.9254117941675,9.721460689614797e6,9.72146068961206e6,6.9877315690422,tumor_dominant,2
1.5e-6,7079.457843841381,1258.9254117941675,9.721460689609172e6,9.721460689612126e6,6.987731569042203,tumor_dominant,2
1.5e-6,10592.537251772897,1258.9254117941675,9.721460689609472e6,9.721460689612132e6,6.987731569042203,tumor_dominant,2
1.5e-6,15848.93192461114,1258.9254117941675,9.721460689608818e6,9.72146068961207e6,6.9877315690422,tumor_dominant,2
1.5e-6,23713.737056616552,1258.9254117941675,9.72146068961424e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,35481.33892335753,1258.9254117941675,9.721460689614655e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,53088.444423098794,1258.9254117941675,9.721460689612323e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,79432.82347242821,1258.9254117941675,9.72146068961074e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,118850.22274370189,1258.9254117941675,9.7214606896096e6,9.72146068961213e6,6.987731569042203,tumor_dominant,2
1.5e-6,177827.94100389228,1258.9254117941675,9.721460689615428e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,266072.50597988087,1258.9254117941675,9.721460689615462e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,398107.1705534969,1258.9254117941675,9.721460689612832e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,595662.1435290109,1258.9254117941675,9.721460689614395e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,891250.9381337459,1258.9254117941675,9.721460689610261e6,9.721460689612146e6,6.987731569042204,tumor_dominant,2
1.5e-6,1.333521432163324e6,1258.9254117941675,9.721460689609276e6,9.721460689612119e6,6.987731569042203,tumor_dominant,2
1.5e-6,1.9952623149688789e6,1258.9254117941675,9.721460689613355e6,9.721460689612102e6,6.987731569042202,tumor_dominant,2
1.5e-6,2.985382618917957e6,1258.9254117941675,9.721460689614173e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,4.466835921509635e6,1258.9254117941675,9.72146068961022e6,9.721460689612145e6,6.987731569042204,tumor_dominant,2
1.5e-6,6.683439175686149e6,1258.9254117941675,9.721460689609174e6,9.721460689612113e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.0e7,1258.9254117941675,9.721460689609714e6,9.72146068961213e6,6.987731569042203,tumor_dominant,2
1.5e-6,1.0,1584.893192461114,473.7844976616074,473.7786375115847,2.676491169803285,controlled,0
1.5e-6,1.4962356560944334,1584.893192461114,473.7849858082016,473.77863199884206,2.6764911647606113,controlled,0
1.5e-6,2.2387211385683394,1584.893192461114,473.78557912345616,473.77864070620365,2.6764911727255005,controlled,0
1.5e-6,3.3496543915782766,1584.893192461114,473.78631454454353,473.7786391554518,2.6764911713069806,controlled,0
1.5e-6,5.011872336272722,1584.893192461114,473.7872490986768,473.7786394345919,2.6764911715623185,controlled,0
1.5e-6,7.498942093324558,1584.893192461114,473.78847606107007,473.778640063019,2.6764911721371596,controlled,0
1.5e-6,11.220184543019636,1584.893192461114,473.7901561230832,473.7786412444953,2.676491173217892,controlled,0
1.5e-6,16.788040181225607,1584.893192461114,473.79259906263366,473.7786414641312,2.6764911734187997,controlled,0
1.5e-6,25.118864315095795,1584.893192461114,473.79646487414794,473.7786430197628,2.6764911748417832,controlled,0
1.5e-6,37.583740428844415,1584.893192461114,473.8034688698938,473.7786415404387,2.6764911734886008,controlled,0
1.5e-6,56.23413251903491,1584.893192461114,473.8198931642629,473.7786429692312,2.6764911747955606,controlled,0
1.5e-6,84.13951416451951,1584.893192461114,473.89963755392563,473.77866334333214,2.6764911934323705,controlled,0
1.5e-6,125.89254117941675,1584.893192461114,9.72146068755376e6,9.721460689612081e6,6.987731569042201,tumor_dominant,2
1.5e-6,188.36490894898,1584.893192461114,9.721460689509068e6,9.721460689612165e6,6.987731569042205,tumor_dominant,2
1.5e-6,281.8382931264455,1584.893192461114,9.721460689588167e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,421.6965034285823,1584.893192461114,9.72146068960396e6,9.721460689612087e6,6.987731569042201,tumor_dominant,2
1.5e-6,630.957344480193,1584.893192461114,9.72146068960414e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,944.0608762859235,1584.893192461114,9.721460689607875e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,1412.537544622754,1584.893192461114,9.721460689607037e6,9.721460689612102e6,6.987731569042202,tumor_dominant,2
1.5e-6,2113.489039836648,1584.893192461114,9.72146068960746e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,3162.2776601683795,1584.893192461114,9.721460689613173e6,9.721460689612092e6,6.987731569042201,tumor_dominant,2
1.5e-6,4731.512589614803,1584.893192461114,9.721460689610476e6,9.721460689612051e6,6.987731569042199,tumor_dominant,2
1.5e-6,7079.457843841381,1584.893192461114,9.721460689613482e6,9.721460689612092e6,6.987731569042201,tumor_dominant,2
1.5e-6,10592.537251772897,1584.893192461114,9.72146068960955e6,9.721460689612133e6,6.987731569042204,tumor_dominant,2
1.5e-6,15848.93192461114,1584.893192461114,9.721460689609032e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,23713.737056616552,1584.893192461114,9.72146068960872e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,35481.33892335753,1584.893192461114,9.721460689611241e6,9.721460689612173e6,6.987731569042205,tumor_dominant,2
1.5e-6,53088.444423098794,1584.893192461114,9.721460689612316e6,9.721460689612133e6,6.987731569042204,tumor_dominant,2
1.5e-6,79432.82347242821,1584.893192461114,9.721460689612387e6,9.72146068961213e6,6.987731569042203,tumor_dominant,2
1.5e-6,118850.22274370189,1584.893192461114,9.7214606896149e6,9.721460689612068e6,6.9877315690422,tumor_dominant,2
1.5e-6,177827.94100389228,1584.893192461114,9.721460689611174e6,9.721460689612051e6,6.987731569042199,tumor_dominant,2
1.5e-6,266072.50597988087,1584.893192461114,9.721460689609911e6,9.721460689612059e6,6.9877315690422,tumor_dominant,2
1.5e-6,398107.1705534969,1584.893192461114,9.721460689608693e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,595662.1435290109,1584.893192461114,9.721460689608937e6,9.721460689612072e6,6.9877315690422,tumor_dominant,2
1.5e-6,891250.9381337459,1584.893192461114,9.72146068961542e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,1.333521432163324e6,1584.893192461114,9.721460689615289e6,9.721460689612059e6,6.9877315690422,tumor_dominant,2
1.5e-6,1.9952623149688789e6,1584.893192461114,9.721460689614693e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,2.985382618917957e6,1584.893192461114,9.721460689615386e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,4.466835921509635e6,1584.893192461114,9.72146068961446e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,6.683439175686149e6,1584.893192461114,9.721460689612396e6,9.72146068961213e6,6.987731569042203,tumor_dominant,2
1.5e-6,1.0e7,1584.893192461114,9.721460689609861e6,9.721460689612133e6,6.987731569042204,tumor_dominant,2
1.5e-6,1.0,1995.2623149688789,473.78444608015485,473.7786394075707,2.6764911715376014,controlled,0
1.5e-6,1.4962356560944334,1995.2623149688789,473.78492646539166,473.77863726477045,2.6764911695775164,controlled,0
1.5e-6,2.2387211385683394,1995.2623149688789,473.7855081715103,473.77864048225086,2.676491172520644,controlled,0
1.5e-6,3.3496543915782766,1995.2623149688789,473.7862301490044,473.77863929471846,2.676491171434372,controlled,0
1.5e-6,5.011872336272722,1995.2623149688789,473.7871436561026,473.77864050290566,2.6764911725395377,controlled,0
1.5e-6,7.498942093324558,1995.2623149688789,473.78834173727256,473.7786401110579,2.676491172181102,controlled,0
1.5e-6,11.220184543019636,1995.2623149688789,473.7899779288958,473.77864319482154,2.676491175001915,controlled,0
1.5e-6,16.788040181225607,1995.2623149688789,473.7923445993485,473.77864254719884,2.676491174409515,controlled,0
1.5e-6,25.118864315095795,1995.2623149688789,473.79606067365245,473.7786408512571,2.676491172858185,controlled,0
1.5e-6,37.583740428844415,1995.2623149688789,473.8027201143345,473.7786446761746,2.676491176356954,controlled,0
1.5e-6,56.23413251903491,1995.2623149688789,473.8179510436924,473.77864897882216,2.6764911802927163,controlled,0
1.5e-6,84.13951416451951,1995.2623149688789,473.8853177041455,473.77866839439537,2.676491198052732,controlled,0
1.5e-6,125.89254117941675,1995.2623149688789,9.721460686528012e6,9.72146068961208e6,6.987731569042201,tumor_dominant,2
1.5e-6,188.36490894898,1995.2623149688789,9.721460689498939e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,281.8382931264455,1995.2623149688789,9.721460689583166e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,421.6965034285823,1995.2623149688789,9.721460689604362e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,630.957344480193,1995.2623149688789,9.721460689609641e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,944.0608762859235,1995.2623149688789,9.72146068961226e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,1412.537544622754,1995.2623149688789,9.721460689607013e6,9.721460689612072e6,6.9877315690422,tumor_dominant,2
1.5e-6,2113.489039836648,1995.2623149688789,9.72146068961224e6,9.721460689612105e6,6.987731569042202,tumor_dominant,2
1.5e-6,3162.2776601683795,1995.2623149688789,9.721460689612782e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
1.5e-6,4731.512589614803,1995.2623149688789,9.721460689614886e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,7079.457843841381,1995.2623149688789,9.721460689609157e6,9.721460689612063e6,6.9877315690422,tumor_dominant,2
1.5e-6,10592.537251772897,1995.2623149688789,9.721460689615259e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,15848.93192461114,1995.2623149688789,9.72146068960876e6,9.721460689612107e6,6.987731569042202,tumor_dominant,2
1.5e-6,23713.737056616552,1995.2623149688789,9.721460689609237e6,9.721460689612065e6,6.9877315690422,tumor_dominant,2
1.5e-6,35481.33892335753,1995.2623149688789,9.721460689608594e6,9.721460689612081e6,6.987731569042201,tumor_dominant,2
1.5e-6,53088.444423098794,1995.2623149688789,9.721460689609166e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,79432.82347242821,1995.2623149688789,9.721460689613143e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,118850.22274370189,1995.2623149688789,9.721460689611942e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,177827.94100389228,1995.2623149688789,9.721460689609002e6,9.721460689612111e6,6.987731569042202,tumor_dominant,2
1.5e-6,266072.50597988087,1995.2623149688789,9.721460689609917e6,9.721460689612137e6,6.987731569042204,tumor_dominant,2
1.5e-6,398107.1705534969,1995.2623149688789,9.721460689611452e6,9.721460689612167e6,6.987731569042205,tumor_dominant,2
1.5e-6,595662.1435290109,1995.2623149688789,9.72146068961273e6,9.721460689612119e6,6.987731569042203,tumor_dominant,2
1.5e-6,891250.9381337459,1995.2623149688789,9.721460689608844e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,1.333521432163324e6,1995.2623149688789,9.721460689610347e6,9.721460689612055e6,6.9877315690422,tumor_dominant,2
1.5e-6,1.9952623149688789e6,1995.2623149688789,9.72146068960941e6,9.721460689612065e6,6.9877315690422,tumor_dominant,2
1.5e-6,2.985382618917957e6,1995.2623149688789,9.721460689608755e6,9.721460689612098e6,6.987731569042202,tumor_dominant,2
1.5e-6,4.466835921509635e6,1995.2623149688789,9.721460689614356e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,6.683439175686149e6,1995.2623149688789,9.721460689613555e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.0e7,1995.2623149688789,9.721460689613666e6,9.7214606896121e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.0,2511.88643150958,473.78438111832264,473.7786404007091,2.676491172446055,controlled,0
1.5e-6,1.4962356560944334,2511.88643150958,473.7848524976928,473.77863977484645,2.67649117187356,controlled,0
1.5e-6,2.2387211385683394,2511.88643150958,473.78542151499215,473.7786352274918,2.6764911677139556,controlled,0
1.5e-6,3.3496543915782766,2511.88643150958,473.7861248155745,473.77864053124205,2.676491172565458,controlled,0
1.5e-6,5.011872336272722,2511.88643150958,473.7870145631473,473.77864196182736,2.6764911738740578,controlled,0
1.5e-6,7.498942093324558,2511.88643150958,473.78817713191745,473.7786415605403,2.6764911735069883,controlled,0
1.5e-6,11.220184543019636,2511.88643150958,473.7897599405076,473.77864083537906,2.676491172843661,controlled,0
1.5e-6,16.788040181225607,2511.88643150958,473.79203348181164,473.7786411961298,2.676491173173651,controlled,0
1.5e-6,25.118864315095795,2511.88643150958,473.7955761211821,473.77864426906194,2.6764911759845553,controlled,0
1.5e-6,37.583740428844415,2511.88643150958,473.8018329889114,473.7786414098695,2.6764911733691648,controlled,0
1.5e-6,56.23413251903491,2511.88643150958,473.8157374493398,473.7786466021456,2.676491178118698,controlled,0
1.5e-6,84.13951416451951,2511.88643150958,473.87135654627843,473.7786846953698,2.6764912129637284,controlled,0
1.5e-6,125.89254117941675,2511.88643150958,9.721460683811305e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,188.36490894898,2511.88643150958,9.721460689479774e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,281.8382931264455,2511.88643150958,9.721460689585337e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,421.6965034285823,2511.88643150958,9.721460689602636e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,630.957344480193,2511.88643150958,9.7214606896083e6,9.721460689612096e6,6.987731569042202,tumor_dominant,2
1.5e-6,944.0608762859235,2511.88643150958,9.721460689606395e6,9.721460689612126e6,6.987731569042203,tumor_dominant,2
1.5e-6,1412.537544622754,2511.88643150958,9.721460689611236e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,2113.489039836648,2511.88643150958,9.721460689613363e6,9.721460689612078e6,6.987731569042201,tumor_dominant,2
1.5e-6,3162.2776601683795,2511.88643150958,9.72146068960801e6,9.721460689612076e6,6.987731569042201,tumor_dominant,2
1.5e-6,4731.512589614803,2511.88643150958,9.72146068961115e6,9.721460689612048e6,6.987731569042199,tumor_dominant,2
1.5e-6,7079.457843841381,2511.88643150958,9.721460689613728e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,10592.537251772897,2511.88643150958,9.721460689609174e6,9.721460689612124e6,6.987731569042203,tumor_dominant,2
1.5e-6,15848.93192461114,2511.88643150958,9.721460689612662e6,9.721460689612119e6,6.987731569042203,tumor_dominant,2
1.5e-6,23713.737056616552,2511.88643150958,9.721460689611178e6,9.721460689612173e6,6.987731569042205,tumor_dominant,2
1.5e-6,35481.33892335753,2511.88643150958,9.721460689609151e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,53088.444423098794,2511.88643150958,9.721460689611174e6,9.72146068961205e6,6.987731569042199,tumor_dominant,2
1.5e-6,79432.82347242821,2511.88643150958,9.721460689614635e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
1.5e-6,118850.22274370189,2511.88643150958,9.72146068960921e6,9.721460689612119e6,6.987731569042203,tumor_dominant,2
1.5e-6,177827.94100389228,2511.88643150958,9.72146068961472e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,266072.50597988087,2511.88643150958,9.721460689614447e6,9.721460689612044e6,6.987731569042199,tumor_dominant,2
1.5e-6,398107.1705534969,2511.88643150958,9.721460689610202e6,9.721460689612057e6,6.9877315690422,tumor_dominant,2
1.5e-6,595662.1435290109,2511.88643150958,9.721460689612413e6,9.721460689612046e6,6.987731569042199,tumor_dominant,2
1.5e-6,891250.9381337459,2511.88643150958,9.721460689612895e6,9.721460689612115e6,6.987731569042203,tumor_dominant,2
1.5e-6,1.333521432163324e6,2511.88643150958,9.721460689613057e6,9.72146068961211e6,6.987731569042202,tumor_dominant,2
1.5e-6,1.9952623149688789e6,2511.88643150958,9.721460689612055e6,9.721460689612143e6,6.987731569042204,tumor_dominant,2
1.5e-6,2.985382618917957e6,2511.88643150958,9.72146068961103e6,9.721460689612167e6,6.987731569042205,tumor_dominant,2
1.5e-6,4.466835921509635e6,2511.88643150958,9.72146068961005e6,9.721460689612059e6,6.9877315690422,tumor_dominant,2
1.5e-6,6.683439175686149e6,2511.88643150958,9.721460689614156e6,9.721460689612083e6,6.987731569042201,tumor_dominant,2
1.5e-6,1.0e7,2511.88643150958,9.721460689614624e6,9.721460689612078e6,6.987731569042201,tumor_dominant,2
1.5e-6,1.0,3162.2776601683795,473.78430099960815,473.77863884180255,2.676491171020076,controlled,0
1.5e-6,1.4962356560944334,3162.2776601683795,473.784760080262,473.7786407786851,2.6764911727918013,controlled,0
1.5e-6,2.2387211385683394,3162.2776601683795,473.78531498709606,473.7786394780085,2.676491171602033,controlled,0
1.5e-6,3.3496543915782766,3162.2776601683795,473.78599608080896,473.7786420963453,2.676491173997105,controlled,0
1.5e-6,5.011872336272722,3162.2776601683795,473.7868583160709,473.77863943174066,2.6764911715597104,controlled,0
1.5e-6,7.498942093324558,3162.2776601683795,473.7879787090173,473.77864014402127,2.676491172211255,controlled,0
1.5e-6,11.220184543019636,3162.2776601683795,473.78949406599054,473.7786411330297,2.6764911731159313,controlled,0
1.5e-6,16.788040181225607,3162.2776601683795,473.7916606579362,473.7786425581431,2.676491174419526,controlled,0
1.5e-6,25.118864315095795,3162.2776601683795,473.7950002754445,473.7786406541652,2.676491172677899,controlled,0
1.5e-6,37.583740428844415,3162.2776601683795,473.8008005674093,473.77864815786626,2.676491179541763,controlled,0
1.5e-6,56.23413251903491,3162.2776601683795,473.81326380303165,473.7786449299732,2.676491176589111,controlled,0
1.5e-6,84.13951416451951,3162.2776601683795,473.85810391190626,473.77865961813876,2.676491190024823,controlled,0
1.5e-6,125.89254117941675,3162.2776601683795,9.721460671826055e6,9.721460689612053e6,6.987731569042199,tumor_dominant,2
1.5e-6,188.36490894898,3162.2776601683795,9.721460689445822e6,9.721460689612063e6,6.9877315690422,tumor_dominant,2
1.5e-6,281.8382931264455,3162.2776601683795,9.721460689576725e6,9.72146068961214e6,6.987731569042204,tumor_dominant,2
1.5e-6,421.6965034285823,3162.2776601683795,9.721460689597564e6,9.721460689612135e6,6.987731569042204,tumor_dominant,2
1.5e-6,630.957344480193,3162.2776601683795,9.721460689603372e6,9.721460689612066e6,6.9877315690422,tumor_dominant,2
1.5e-6,944.0608762859235,3162.2776601683795,9.721460689605923e6,9.721460689612068e6,6.9877315690422,tumor_dominant,2
1.5e-6,1412.537544622754,3162.2776601683795,9.721460689613372e6,9.721460689612063e6,6.9877315690422,tumor_dominant,2
1.5e-6,2113.489039836648,3162.2776601683795,9.72146068961208e6,9.721460689612107e6,6.987731569042202,tumor_dominant,2
1.5e-6,3162.2776601683795,3162.2776601683795,9.721460689609952e6,9.721460689612158e6,6.987731569042205,tumor_dominant,2
1.5e-6,4731.512589614803,3162.2776601683795,9.721460689614184e6,9.721460689612074e6,6.987731569042201,tumor_dominant,2
