b5,b6,T365,T10000,logT10000,M10000,NK10000,CTL10000,B10000,phase,phase_code
0.00019684194472866114,1.0652199774439907e-6,5639.333433307891,9.741161065971062e6,6.988610768863725,487084.06392465555,717.0470365547042,15.769964054951481,104.27736025441574,tumor_dominant,2
0.00019684194472866114,1.1535335282543925e-6,3483.863925389318,9.740239888552092e6,6.98856969766663,487038.09465190273,717.1145725015275,15.771445793589802,104.28720107900743,tumor_dominant,2
0.00019684194472866114,1.2491688374075696e-6,2627.619770437639,2671.6490835794352,3.4269419400248933,633.5824202979746,210389.62655608906,743.2292368668714,69101.14168965143,intermediate,1
0.00019684194472866114,1.3527329255106409e-6,2108.8532395261786,2115.8214882794264,3.3256842354761798,605.7910682473923,213963.96415038177,619.451163821456,71815.8843223586,intermediate,1
0.00019684194472866114,1.4648831390624412e-6,1736.1974490623022,1737.6586582133898,3.240214327600591,586.8829198036392,216466.03881637708,527.2387736529686,73788.16420476846,intermediate,1
0.00019684194472866114,1.5863313227918852e-6,1445.44605000152,1445.7941612458515,3.1604067474328055,572.2896981755075,218437.51179004041,451.2269537719982,75386.04031734372,intermediate,1
0.00019684194472866114,1.7178483379099004e-6,1208.334246157816,1208.4230431415,3.082578238963045,560.4211508415734,220067.57466900846,386.0791963081372,76737.5211387193,intermediate,1
0.00019684194472866114,1.8602689549533346e-6,1010.0891531106072,1010.1127876253578,3.0047996029809494,550.5056352625567,221448.17592739288,329.23377477881974,77904.33116147778,intermediate,1
0.00019684194472866114,2.0144971522769457e-6,842.0035324406864,842.0099927708903,2.925832722643171,542.1004980351469,222632.11855400717,279.2420978907833,78921.5577469144,controlled,0
0.00019684194472866114,2.1815118538242366e-6,698.4583249972856,698.4600854410382,2.8447629366015486,534.9230028887041,223653.20415492068,235.18835525031722,79811.47260725018,controlled,0
0.00019684194472866114,2.3623731425962365e-6,575.5528738191125,575.5533749101646,2.76083951866619,528.77767154853,224534.92755180577,196.43699648435324,80589.51997667237,controlled,0
0.00019684194472866114,2.5582289892565713e-6,470.40591123600456,470.4060533199158,2.673395154994749,523.5203023794643,225294.78368323657,162.50644575124286,81267.28379041026,controlled,0
0.00019684194472866114,2.770322538580971e-6,380.7693562548386,380.76944042392444,2.5818011613901986,519.0384772762758,225946.62521822975,132.99979226496797,81854.13812371712,controlled,0
0.00019684194472866114,3.000000000000001e-6,304.80163690663704,304.8016520720176,2.485439827328175,515.2400821946331,226502.0255848214,107.5647084080656,82358.1736652201,controlled,0
0.00022539339047347913,2.0000000000000002e-7,9.750445188263487e6,9.750445220166557e6,6.989024491239219,487547.368140055,716.3670527302893,15.755022730479087,90.98402553336138,tumor_dominant,2
0.00022539339047347913,2.1658127948788786e-7,9.75029428649168e6,9.75029432280964e6,6.9890177700702525,487539.8379637684,716.3780938778367,15.755264973304536,90.98543101216383,tumor_dominant,2
