run_id,replicate,git_sha,source_fingerprint,julia_version,solver,noise_mode,gompertz_mode,dt_initial,dtmax,adaptive,initial_attractor,final_attractor,switched,valid,seed,b6,noise_scale,noise_horizon,relax_horizon,noise_retcode,relaxation_retcode,noise_reached_horizon,relaxation_reached_horizon,min_state_saved,T_min_noise,T_max_noise,low_distance,high_distance,nearest_distance,noise_solver_rejections,relaxation_solver_rejections,noise_end_T,noise_end_M,noise_end_NK,noise_end_CTL,noise_end_B,relax_end_T,relax_end_M,relax_end_NK,relax_end_CTL,relax_end_B
12,12,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260817,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
13,13,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260818,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
14,14,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260819,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
15,15,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260820,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
16,16,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260821,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
17,17,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260822,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
18,18,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260823,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
19,19,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260824,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
20,20,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260825,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
21,21,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260826,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
22,22,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260827,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
23,23,7f3bcef5a08e3ee69ec959154bc064e98543e76d,5fccb18775a1c53c589e1a644bcdca5c2966e2c9f1b72779e18c5571bee51811,1.12.5,SOSRI,paper_common,continuation,0.01,0.05,true,low,low,false,true,21260828,1.5e-6,0.0,60.0,1500.0,Success,Success,true,true,163.61298116695102,473.7786392630526,473.77863927438017,1.718962169835166e-11,2.920870837098935,1.718962169835166e-11,0,2,473.77863927438017,523.6889308413589,225270.33150593066,163.6129811691308,138180.9244737207,473.7786392436076,523.6889308366257,225270.33150531066,163.6129811799863,138180.92447268113
