map_name,b6,frac_controlled,frac_intermediate,frac_dominant
Tumor0_NK0,8.0e-7,0.0,0.20221606648199447,0.7977839335180056
Tumor0_B0,8.0e-7,0.0,0.6426592797783933,0.3573407202216066
NK0_B0,8.0e-7,0.0,0.22714681440443213,0.7728531855955678
Tumor0_NK0,1.0e-6,0.0,0.24653739612188366,0.7534626038781164
Tumor0_B0,1.0e-6,0.0,0.6537396121883656,0.3462603878116344
NK0_B0,1.0e-6,0.0,0.26038781163434904,0.739612188365651
Tumor0_NK0,1.5e-6,0.4598337950138504,0.0,0.5401662049861495
Tumor0_B0,1.5e-6,0.7008310249307479,0.0,0.29916897506925205
NK0_B0,1.5e-6,0.30193905817174516,0.0,0.6980609418282548
