seed,branch_index,step,q,b6,T,M,NK,CTL,B,logT,residual,max_real_eig,stable,n_unstable,n_imag
high_seed,25,24,-6.754839729745004,1.7585724706000435e-7,9.74865874652219e6,487458.21837663284,716.4980127310278,15.758073909954842,205.0626775711598,6.988944912652456,4.209288202686191e-14,-0.09513966791125936,true,0,0
high_seed,26,25,-6.7442988046437575,1.8017776496255498e-7,9.748570128652187e6,487453.79610953055,716.5044992249842,15.758216226405091,205.06453717307437,6.988940964783942,2.6693272645147562e-14,-0.09513801194461421,true,0,0
high_seed,27,26,-6.733757879564048,1.8460443074157052e-7,9.748479332736706e6,487449.2651520927,716.5111452655874,15.758362043373188,205.06644251520535,6.988936919847696,1.3319129375736687e-14,-0.0951363153139995,true,0,0
high_seed,28,27,-6.723216954506948,1.8913985227160242e-7,9.748386305222366e6,487444.6228318567,716.5179547818118,15.758511447062185,205.06839472394745,6.988932775455182,2.3171559673016597e-14,-0.09513457702138117,true,0,0
high_seed,29,28,-6.712676029473584,1.9378670149823551e-7,9.748290991237963e6,487439.86641059763,716.5249317996156,15.758664525803034,205.07039495350094,6.988928529158995,9.69413924246457e-15,-0.09513279604425309,true,0,0
high_seed,30,29,-6.702135104465137,1.9854771601220012e-7,9.74819333456198e6,487434.99308270554,716.5320804443472,15.758821370107347,205.07244438656005,6.988924178451407,4.6684283677672565e-14,-0.09513097133503978,true,0,0
high_seed,31,30,-6.691594179482849,2.0342570066215703e-7,9.748093277589299e6,487429.9999735252,716.5394049432147,15.758982072721487,205.07454423502057,6.988919720762872,3.2712063942500043e-14,-0.09512910182048387,true,0,0
high_seed,32,31,-6.681053254528022,2.084235292071056e-7,9.747990761297097e6,487424.884137653,716.5469096278078,15.759146728682085,205.07669574070442,6.9889151534605,1.9835039165813625e-14,-0.09512718640101636,true,0,0
high_seed,33,32,-6.670512329602024,2.1354414600938713e-7,9.747885725209897e6,487419.64255719405,716.5545989366941,15.759315435372827,205.0789001761028,6.988910473846487,1.2291124796088013e-14,-0.09512522395011923,true,0,0
high_seed,34,33,-6.659971404706291,2.187905677692843e-7,9.74777810736374e6,487414.272139974,716.5624774180702,15.759488292582668,205.0811588451367,6.988905679156515,1.8154978040642262e-14,-0.09512321331365384,true,0,0
high_seed,35,34,-6.649430479842331,2.2416588530223354e-7,9.74766784426949e6,487408.7697177074,716.5705497324882,15.759665402565709,205.08347308393834,6.988900766558095,3.014432223667407e-14,-0.09512115330919849,true,0,0
high_seed,36,35,-6.638889555011726,2.2967326535970202e-7,9.747554870875215e6,487403.13204412075,716.5788206556448,15.759846870102349,205.0858442616508,6.988895733148894,3.229610984387043e-14,-0.0951190427253508,true,0,0
high_seed,37,36,-6.628348630216138,2.3531595249479906e-7,9.747439120527655e6,487397.35579302884,716.5872950812416,15.760032802561996,205.08827378124877,6.988890575954992,1.1269133917589226e-14,-0.09511688032101723,true,0,0
high_seed,38,37,-6.61780770545731,2.410972709737212e-7,9.747320524932718e6,487391.4375563653,716.5959780239199,15.760223309967552,205.09076308037848,6.988885291929119,2.0985453856269952e-14,-0.09511466482469198,true,0,0
high_seed,39,38,-6.607266780737076,2.470206267341573e-7,9.747199014114993e6,487385.3738421595,716.6048746222659,15.760418505061262,205.09331363222097,6.988879877948835,2.1238791458297227e-14,-0.09511239493370974,true,0,0
high_seed,40,39,-6.596725856057357,2.530895093918102e-7,9.747074516376292e6,487379.16107247025,716.6139901418926,15.760618503372386,205.09592694637402,6.988874330814668,4.2723593892655736e-14,-0.09511006931348756,true,0,0
high_seed,41,40,-6.586184931420171,2.59307494296211e-7,9.746946958253136e6,487372.79558126203,716.6233299786009,15.760823423286496,205.09860456975997,6.988868647248206,1.1143915376667251e-14,-0.09510768659674138,true,0,0
high_seed,42,41,-6.575644006827638,2.656782446370409e-7,9.746816264473192e6,487366.2736122327,716.632899661618,15.761033386116619,205.10134808755302,6.988862823890143,1.7966982166117972e-14,-0.09510524538268952,true,0,0
high_seed,43,42,-6.565103082281983,2.7220551360220263e-7,9.746682357910635e6,487359.5913165852,716.642704856919,15.76124851617601,205.10415912413202,6.988856857298268,3.173323941185978e-15,-0.09510274423623372,true,0,0
high_seed,44,43,-6.554562157785541,2.788931465889102e-7,9.746545159540405e6,487352.74475074443,716.6527513706318,15.761468940852907,205.10703934405652,6.9888507439454175,8.838176204996667e-15,-0.09510018168711948,true,0,0
high_seed,45,44,-6.544021233340765,2.8574508346909773e-7,9.74640458839134e6,487345.7298740187,716.6630451525266,15.761694790687123,205.10999045306716,6.988844480217364,3.392648613692608e-14,-0.09509755622907953,true,0,0
high_seed,46,45,-6.53348030895023,2.9276536091048874e-7,9.746260561498104e6,487338.54254620156,716.6735922995965,15.761926199448485,205.1130141991126,6.988838062410658,2.5057967916650903e-14,-0.0950948663189527,true,0,0
high_seed,47,46,-6.522939384616638,2.9995811475468405e-7,9.746112993851984e6,487331.17852511554,716.6843990597245,15.762163304217452,205.11611237339994,6.988831486730414,1.435869472001341e-14,-0.09509211037578477,true,0,0
high_seed,48,47,-6.512398460342828,3.073275824536779e-7,9.74596179835041e6,487323.63346409297,716.6954718354477,15.76240624546757,205.11928681147498,6.988824749288045,1.2154472954996542e-14,-0.09508928677990292,true,0,0
high_seed,49,48,-6.501857536131778,3.14878105566231e-7,9.745806885745274e6,487315.9029093971,716.7068171878135,15.762655167150127,205.12253939432694,6.988817846098932,1.5851117025804045e-14,-0.09508639387197379,true,0,0
high_seed,50,49,-6.491316611986617,3.226141323155741e-7,9.745648164589906e6,487307.98229757656,716.7184418403335,15.762910216780908,205.1258720495227,6.9888107730800435,3.3501274472830144e-14,-0.09508342995203445,true,0,0
high_seed,51,50,-6.480775687910629,3.305402202099479e-7,9.745485541184796e6,487299.866952756,716.7303526830391,15.763171545529167,205.12928675236907,6.988803526047492,9.883927824472948e-15,-0.09508039327849928,true,0,0
high_seed,52,51,-6.470234763907262,3.386610387275245e-7,9.745318919521922e6,487291.5520838574,716.7425567766408,15.763439308308865,205.13278552710545,6.9887961007140245,3.099987602522686e-14,-0.09507728206714727,true,0,0
high_seed,53,52,-6.459693839980137,3.4698137206728893e-7,9.745148201227719e6,487283.0327817557,716.7550613567889,15.76371366387213,205.1363704481248,6.988788492686463,4.0306532492350855e-14,-0.09507409449007834,true,0,0
high_seed,54,53,-6.449152916133053,3.5550612196750443e-7,9.74497328550461e6,487274.30401635956,716.7678738384462,15.76399477490532,205.14004364122883,6.988780697463062,3.8664846647214885e-14,-0.09507082867465266,true,0,0
high_seed,55,54,-6.438611992370001,3.6424031059341836e-7,9.74479406907112e6,487265.3606336228,716.7810018203716,15.76428280812717,205.14380728491122,6.988772710430817,1.8884861917077207e-14,-0.09506748270239551,true,0,0
high_seed,56,55,-6.428071068695171,3.7318908349591315e-7,9.744610446100447e6,487256.19735247985,716.7944530897136,15.76457793438979,205.14766361167673,6.988764526862698,1.045997319305256e-14,-0.09506405460788137,true,0,0
high_seed,57,56,-6.417530145112962,3.8235771264284285e-7,9.74442230815757e6,487246.8087617062,716.8082356267267,15.76488032878203,205.1516149093921,6.9887561419148065,8.940160853673065e-15,-0.0950605423775904,true,0,0
high_seed,58,57,-6.406989221627992,3.917515995248395e-7,9.744229544134727e6,487237.18931669946,716.8223576096048,15.765190170735519,205.15566352267166,6.9887475506234775,2.002461839237267e-14,-0.09505694394873344,true,0,0
high_seed,59,58,-6.39644829824511,4.0137627833742464e-7,9.744032040185334e6,487227.3333361805,716.8368274194366,15.765507644133418,205.1598118542992,6.98873874790229,2.3191539080337024e-14,-0.09505325720805491,true,0,0
high_seed,60,59,-6.385907374969406,4.112374192412933e-7,9.743829679656243e6,487217.23499881395,716.8516536452896,15.765832937421964,205.16406236668448,6.988729728539018,2.3935666051226628e-14,-0.09504947999059996,true,0,0
high_seed,61,60,-6.375366451806227,4.2134083170269227e-7,9.743622343018308e6,487206.8883397425,716.8668450894232,15.766166243724841,205.1684175833585,6.988720487192493,3.596603010912632e-14,-0.09504561007845735,true,0,0
high_seed,62,61,-6.364825528761184,4.316924679158654e-7,9.743409907795232e6,487196.2872470365,716.8824107726355,15.766507760960419,205.17288009050515,6.988711018389394,1.041460720608292e-14,-0.09504164519946981,true,0,0
high_seed,63,62,-6.35428460584017,4.4229842630957677e-7,9.743192248490624e6,487185.42545805353,716.8983599397465,15.766857691962167,205.17745253853525,6.988701316520955,2.6683758006909814e-14,-0.0950375830259105,true,0,0
high_seed,64,63,-6.343743683049372,4.531649551397761e-7,9.742969236513255e6,487174.29655570834,716.9147020652202,15.767216244601954,205.1821376436975,6.988691375839584,1.617043323626997e-14,-0.09503342117313428,true,0,0
high_seed,65,64,-6.3332027603957775,4.6429845617000137e-7,9.742740740100462e6,487162.8939646506,716.9314468589344,15.767583631916583,205.18693818973176,6.988681190455408,2.079041184324852e-14,-0.09502915719819038,true,0,0
high_seed,66,65,-6.325835623632878,4.7224174649135845e-7,9.74257771405872e6,487154.758522454,716.9433942972573,15.767845763365086,205.19036338759017,6.988673923311867,1.2635176977179277e-14,-0.09502611510811337,true,0,0
high_seed,67,66,-6.320842012650812,4.777030205306561e-7,9.742465626662087e6,487149.1650568233,716.9516089048213,15.768025995046123,205.19271842444593,6.9886689267684154,3.322988918438233e-14,-0.09502402360894988,true,0,0
high_seed,68,67,-6.31745723081413,4.814406637928948e-7,9.742388914369822e6,487145.33690494177,716.9572310672495,15.768149347470427,205.19433023609503,6.9886655071152965,1.7279270081991787e-14,-0.09502259222498347,true,0,0
high_seed,69,68,-6.315162949552824,4.839907376650191e-7,9.742336575684125e6,487142.72506223974,716.961066964591,15.768233508544297,205.1954299453681,6.988663173964637,1.4007838647841419e-14,-0.0950216156460453,true,0,0
high_seed,70,69,-6.313607834107723,4.857269113269573e-7,9.742300941631408e6,487140.9468261204,716.9636786044639,15.768290808934257,205.19617867359912,6.988661585464891,3.794670623291032e-14,-0.09502095076304616,true,0,0
high_seed,71,70,-6.312553741878293,4.869072689770628e-7,9.74227671533442e6,487139.7378680222,716.9654541743446,15.76832976562452,205.19668770982696,6.988660505498345,4.650459540922281e-14,-0.0950204987364753,true,0,0
high_seed,72,71,-6.312553741878293,4.869072689770628e-7,9.74227671533442e6,487139.7378680222,716.9654541743446,15.76832976562452,205.19668770982696,6.988660505498345,4.650459540922281e-14,-0.0950204987364753,true,0,0
high_seed,73,72,-6.311499649650444,4.880904949947368e-7,9.74225243010374e6,487138.52596896654,716.9672340723713,15.768368817275745,205.19719798689084,6.988659422901941,4.2016114515231436e-14,-0.09502004561289627,true,0,0
high_seed,74,73,-6.309944534213442,4.898413753147181e-7,9.742216493886895e6,487136.73265400546,716.9698679034612,15.768426604548136,205.19795307711993,6.988657820918419,2.669870504495547e-14,-0.09501937510533082,true,0,0
high_seed,75,74,-6.307650252976643,4.924359456807868e-7,9.74216324097275e6,487134.07518872665,716.9737709426024,15.768512238734804,205.1990720352707,6.988655446971217,2.4364419755429765e-14,-0.09501838150869385,true,0,0
high_seed,76,75,-6.3042654712034505,4.962888622015045e-7,9.74208416026667e6,487130.12884631916,716.9795670436365,15.76863940742828,205.20073371336528,6.988651921629946,3.6914404392858335e-14,-0.09501690603844065,true,0,0
high_seed,77,76,-6.299271860374575,5.020282306831029e-7,9.741966359116418e6,487124.2502482758,716.9882012751475,15.768828845794287,205.20320905217946,6.988646670115717,1.3675942973748435e-14,-0.09501470818204405,true,0,0
high_seed,78,77,-6.291904723967383,5.106170074465453e-7,9.74179007083851e6,487115.4529831066,717.0011227076415,15.769112346989449,205.2069134843548,6.988638811157026,2.9094221222129665e-14,-0.09501141922594977,true,0,0
high_seed,79,78,-6.281363802092281,5.231620078685852e-7,9.741532573537985e6,487102.60316598817,717.0199973697672,15.769526464304572,205.21232464221168,6.988627331631968,3.147823434943079e-14,-0.09500661542514213,true,0,0
high_seed,80,79,-6.270822880398974,5.360152176113582e-7,9.741268742753409e6,487089.43729006767,717.0393373107079,15.76995078998278,205.21786919088618,6.988615569438197,4.7731994900960504e-14,-0.09500169377262602,true,0,0
high_seed,81,80,-6.260281958897146,5.491842088358366e-7,9.740998422522584e6,487075.94757235504,717.0591540394045,15.770385576532203,205.22355042990213,6.988603517599307,3.0940462232506273e-14,-0.09499665138134089,true,0,0
high_seed,82,81,-6.249741037596353,5.626767397370999e-7,9.740721453033669e6,487062.1260377506,717.0794593514382,15.770831082749865,205.22937174096313,6.988591168965909,6.133573451306249e-15,-0.09499148529370591,true,0,0
high_seed,83,82,-6.239200116506632,5.76500759114031e-7,9.740437670529703e6,487047.9645142777,717.1002653362742,15.771287573880608,205.23533659002743,6.988578516211306,3.560237501686833e-14,-0.09498619247990717,true,0,0
high_seed,84,83,-6.228659195638522,5.906644110519793e-7,9.740146907210732e6,487033.4546282015,717.1215843846812,15.771755321779736,205.24144852943658,6.988565551827048,2.7025117347248478e-14,-0.09498076983614437,true,0,0
high_seed,85,84,-6.218118275003086,6.051760397204561e-7,9.73984899113352e6,487018.58779902186,717.1434291963492,15.77223460508032,205.2477112000987,6.988552268118386,2.8261914469810312e-14,-0.09497521418283388,true,0,0
high_seed,86,85,-6.207577354611943,6.200441942886827e-7,9.739543746108692e6,487003.3552343411,717.1658127877068,15.772725709364613,205.2541283337304,6.988538657199596,2.0922076910763874e-14,-0.09496952226277067,true,0,0
high_seed,87,86,-6.197036434477294,6.352776339618988e-7,9.73923099159534e6,486987.74792460515,717.1887484999384,15.773228927339913,205.26070375515513,6.988524710989197,3.084690159404352e-14,-0.09496369073924546,true,0,0
high_seed,88,87,-6.1864955146119485,6.508853331413867e-7,9.738910542592982e6,486971.75663770974,717.2122500072122,15.773744559019143,205.2674413846612,6.988510421205037,1.8105056760931305e-14,-0.09495771619411608,true,0,0
high_seed,89,88,-6.175954595029359,6.668764867112508e-7,9.738582209530767e6,486955.3719134737,717.2363313251202,15.774272911906019,205.27434524042388,6.988495779359258,3.1886511924539213e-14,-0.09495159512583487,true,0,0
high_seed,90,89,-6.1654136757436495,6.832605154550741e-7,9.738245798153965e6,486938.58405797195,717.2610068193454,15.774814301185124,205.28141944098797,6.98848077675313,2.0248666516023875e-14,-0.09494532394742371,true,0,0
high_seed,91,90,-6.154872756769652,7.000470716056244e-7,9.737901109407537e6,486921.38313772733,717.2862912145468,15.775369049916925,205.28866820781647,6.9884654044717545,3.043249809505465e-14,-0.09493889898440716,true,0,0
high_seed,92,91,-6.144331838122943,7.172460445308958e-7,9.737547939316837e6,486903.7589737548,717.3121996034832,15.775937489237897,205.2960958679063,6.988449653378628,1.7607252651101364e-14,-0.09493231647269298,true,0,0
high_seed,93,92,-6.133790919819876,7.348675665598231e-7,9.737186078865273e6,486885.7011354581,717.3387474563757,15.776519958565927,205.30370685647247,6.988433514110069,2.70463145462659e-14,-0.09492557255640108,true,0,0
high_seed,94,93,-6.123250001877625,7.52922018951101e-7,9.736815313868893e6,486867.1989343699,717.3659506305137,15.777116805811074,205.31150571970278,6.988416977069504,2.2756473651613982e-14,-0.09491866328564166,true,0,0
high_seed,95,94,-6.112709084314225,7.714200380086217e-7,9.736435424847854e6,486848.2414177374,717.3938253801169,15.777728387591935,205.31949711758406,6.988400032421602,2.6984563374984436e-14,-0.09491158461424214,true,0,0
high_seed,96,95,-6.102168167148614,7.903725213471329e-7,9.736046186894584e6,486828.8173619438,717.4223883664561,15.778355069457625,205.32768582680484,6.988382670086252,2.740307653175604e-14,-0.09490433239741546,true,0,0
high_seed,97,96,-6.091627250400679,8.097906343118066e-7,9.735647369538689e6,486808.9152657654,717.4516566682389,15.778997226115754,205.33607674373326,6.988364879732405,3.25911271570053e-14,-0.0948969023893799,true,0,0
high_seed,98,97,-6.081086334091304,8.296858165554883e-7,9.735238736608401e6,486788.5233434578,717.4816477922733,15.779655241666218,205.3446748874741,6.9883466507717324,1.743473843762792e-14,-0.09488929024091275,true,0,0
high_seed,99,98,-6.070545418242421,8.500697887775114e-7,9.734820046088558e6,486767.62951766857,717.5123796844133,15.780329509841478,205.35348540300694,6.988327972352137,3.436788875391993e-14,-0.09488149149685549,true,0,0
high_seed,100,99,-6.060004502877061,8.709545596280374e-7,9.734391049974978e6,486746.22141216905,717.543870740792,15.781020434252925,205.36251356440732,6.98830883335109,3.660051838647664e-14,-0.09487350159355112,true,0,0
high_seed,101,100,-6.049463588019409,8.923524327819819e-7,9.733951494125172e6,486724.28634440445,717.5761398193605,15.78172842864398,205.37176477815368,6.9882892223687945,3.213193763831048e-14,-0.09486531585622926,true,0,0
high_seed,102,101,-6.038922673694866,9.142760141866963e-7,9.733501118105263e6,486701.8113178542,717.6092062517229,15.782453917149889,205.3812445865233,6.988269127721172,2.84619410697186e-14,-0.09485692949631949,true,0,0
high_seed,103,102,-6.028381759930103,9.367382194876678e-7,9.733039655033026e6,486678.78301419993,717.6430898552982,15.783197334564376,205.39095867107625,6.988248537432671,2.8747727978477933e-14,-0.09484833760870989,true,0,0
high_seed,104,103,-6.017840846753136,9.597522816366076e-7,9.732566831416983e6,486655.18778529315,717.6778109458015,15.78395912661355,205.40091285623603,6.988227439228878,3.7344991839095636e-14,-0.09483953516893566,true,0,0
high_seed,105,104,-6.007299934193381,9.83331758686411e-7,9.732082366991391e6,486631.0116449218,717.7133903500586,15.784739750237087,205.4111131129633,6.988205820528948,5.4692661241725875e-14,-0.09483051703030049,true,0,0
high_seed,106,105,-5.9967590222817355,1.0074905417775627e-6,9.731585974547047e6,486606.2402603665,717.74984941917,15.785539673876862,205.42156556252957,6.988183668437825,4.6928792330556996e-14,-0.09482127792093345,true,0,0
high_seed,107,106,-5.986218111050646,1.0322428633207045e-6,9.731077359757803e6,486580.85894374223,717.7872100420215,15.786359377773534,205.43227648039175,6.988160969738276,4.2927643505154264e-14,-0.09481181244077433,true,0,0
high_seed,108,107,-5.97567720053419,1.0576033053801607e-6,9.730556221002676e6,486554.8526431202,717.8254946591658,15.787199354271,205.4432523001716,6.9881377108826905,4.461722324313783e-14,-0.09480211505848699,true,0,0
high_seed,109,108,-5.965136290768157,1.0835868082633746e-6,9.730022249183431e6,486528.20593342534,717.8647262770738,15.788060108129017,205.45449961774227,6.988113877984694,3.722144103225582e-14,-0.09479218010830046,true,0,0
high_seed,110,109,-5.954595381790136,1.1102086793212872e-6,9.72947512753752e6,486500.90300709906,717.9049284827745,15.78894215684448,205.46602519542623,6.98808945681052,3.514584110763151e-14,-0.09478200178677508,true,0,0
high_seed,111,110,-5.9440544736396035,1.137484601964857e-6,9.728914531446254e6,486472.9276645281,717.9461254588904,15.789846030981147,205.47783596630504,6.988064432770162,4.7643585063751186e-14,-0.09477157414949663,true,0,0
high_seed,112,111,-5.933513566358022,1.1654306449030111e-6,9.728340128238091e6,486444.2633042256,717.9883419990811,15.790772274508535,205.48993903864837,6.988038790908298,4.9100487810960157e-14,-0.09476089110768329,true,0,0
high_seed,113,112,-5.922972659988941,1.1940632716074552e-6,9.727751576986903e6,486414.89291276387,718.0316035239103,15.791721445150023,205.50234170046357,6.988012515894962,4.51788311850359e-14,-0.09474994642472359,true,0,0
high_seed,114,113,-5.9124317545781,1.2233993500099342e-6,9.727148528305091e6,486384.79905444966,718.075936097143,15.792694114740259,205.5150514241672,6.987985592015983,4.777350355026627e-14,-0.09473873371262538,true,0,0
high_seed,115,114,-5.901890850173539,1.2534561624376216e-6,9.726530624131395e6,486353.96386073506,718.1213664424881,15.793690869592643,205.52807587138713,6.987958003163162,4.7755639567379105e-14,-0.09472724642838301,true,0,0
high_seed,116,115,-5.891349946825718,1.2842514157924901e-6,9.725897497513315e6,486322.36901935755,718.1679219608047,15.794712310876616,205.54142289789462,6.987929732824191,5.727534983858152e-14,-0.09471547787026287,true,0,0
high_seed,117,116,-5.880809044587638,1.315803251980643e-6,9.725248772383904e6,486289.99576320185,718.2156307477753,15.795759055005568,205.5551005586729,6.987900764072304,5.4837826074846047e-14,-0.0947034211739956,true,0,0
high_seed,118,117,-5.870268143514966,1.3481302585977608e-6,9.724584063332886e6,486256.8248588763,718.2645216120717,15.796831734035154,205.56911711312503,6.98787107955565,4.901422958791017e-14,-0.09469106930888697,true,0,0
high_seed,119,118,-5.859727243666179,1.3812514798768994e-6,9.723902975371875e6,486222.83659499657,718.31462409402,15.797930996072907,205.5834810304256,6.987840661486391,5.870785579585002e-14,-0.0946784150738301,true,0,0
high_seed,120,119,-5.849186345102698,1.4151864279051231e-6,9.723205103693571e6,486188.01077016623,718.365968484782,15.799057505699054,205.59820099502122,6.987809491629497,6.366595348789358e-14,-0.0946654510932268,true,0,0
high_seed,121,120,-5.838645447889042,1.4499550941155353e-6,9.722490033424754e6,486152.3266806514,718.418585846072,15.800211944398894,205.61328591228366,6.987777551291243,7.297116761343435e-14,-0.09465216981281963,true,0,0
high_seed,122,121,-5.828104552092983,1.4855779610614772e-6,9.721757339372922e6,486115.7631077353,718.4725080304191,15.801395011007521,205.62874491431967,6.987744821307413,6.766484929809972e-14,-0.09463856349541719,true,0,0
high_seed,123,122,-5.817563657785711,1.5220760144797919e-6,9.721006585766405e6,486078.2983047476,718.527767702001,15.802607422166677,205.64458736594383,6.98771128203116,6.233943359707958e-14,-0.09462462421652446,true,0,0
high_seed,124,123,-5.807022765042013,1.5594707556502561e-6,9.720237325987764e6,486039.90998376004,718.5843983580551,15.803849912794595,205.66082287081926,6.987676913320564,6.560253452721712e-14,-0.09461034385987382,true,0,0
high_seed,125,124,-5.796481873940447,1.5977842140584528e-6,9.719449102300301e6,486000.5753019365,718.6424343508943,15.80512323656891,205.67746127776925,6.987641694525837,8.964312996055869e-14,-0.09459571411284802,true,0,0
high_seed,126,125,-5.785940984563541,1.6370389603694894e-6,9.718641445567505e6,485960.2708475317,718.7019109105394,15.806428166423192,205.69451268726775,6.987605604476192,7.5824308091904e-14,-0.09458072646179927,true,0,0
high_seed,127,126,-5.775400096997992,1.6772581197201976e-6,9.717813874965215e6,485918.9726255256,718.7628641680008,15.807765495057573,205.7119874581135,6.987568621466351,8.288116420021764e-14,-0.09456537218725619,true,0,0
high_seed,128,127,-5.76485921133488,1.7184653853376325e-6,9.716965897686332e6,485876.65604288643,718.8253311792046,15.809136035463807,205.72989621429198,6.9875307232426875,8.925458458761996e-14,-0.09454964235902541,true,0,0
high_seed,129,128,-5.754318327669887,1.7606850324918448e-6,9.716097008637851e6,485833.29589345027,718.889349949611,15.810540621465208,205.7482498520339,6.987491886988992,9.337316271546052e-14,-0.09453352783117375,true,0,0
